MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
10,3,8,0.8,28,10,6.4,1,3,0.4,3,7,10,6,9,8,1,2,3.6,20,10,6.06,0.1,14.2,12,34,1702.56218190526,12338.5916254443,531.953939889717,12.0038487715083,304.89770249092,1.04573051708049,109.464614141168,5545881.37714869,2460673.87840264,445872561.751058,32430622.6050096,1966465.4165275,93286608.2432681,2134940589.46359,6.44420571868294e-05,9.07712111048929e-06,0.00179181228934623,5.05999979714483e-05,1.52458400717506e-05,5.04570087137087e-05,0.000363059768381215,131.297675635866,0.0105153798645892,36.2618668478411,2.55441707173482e-09,115.753380626454,1000,114.368876885279,0.576211758754353,-17.2127395704013,124.785717480547,3448460,0.000297183748018798,5.88717531433535e-05,47.91987,5.480714393941e-07,3.00920760532009e-09,1.29625792411048e-06,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
10,1,2,10,50,10,6,3,9,10,11,10,9.2,1,3,10,2,9,5.6,1,2,5.83,0.1,0.1,11,30,3293.01911962781,7022.62780596025,4916.16932559256,3.77018421697954,415.445394978592,520.893034513188,9793.50645452147,2991873.47591899,5219425.88906159,4890567.49774229,274614.469883256,21062126.1762256,75086000.3491096,336239.35949775,1.28679278080176e-06,2.16046204394248e-06,0.000502965421431613,2.13166909646781e-06,4.37041261014841e-06,0.000290832818484938,4.02928517706739e-06,124.240721831416,0.261919462241362,2.7076076586398,0.000156341380081371,81.9538917219139,7885.73754124871,123.866742913504,0.0574766710040995,-18.2959227,139.330899851723,81519.27,9.40859056655114e-05,0.000578391400066316,53.09507,2.6120612497342e-05,1.79967077784671e-07,3.66932847470913e-05,"Leung_NMCF_Pin_3",65,3.3,1.6,10,0
10,50,10,0.4,50,10,0.8,50,10,0.8,1,3,10,18,10,9.6,10,9,4.8,30,10,10,0.1,130,10,37,1199.56121411723,2727.04743786786,34.4204344895032,6.8330398694171,265.14808193148,78.8169032608617,131.816390584339,8378187.37016725,9852227.49978043,7826885693.59756,11006327.6215473,77463600.8308819,5055451824.08945,2312455208.51447,0.000345797053631482,0.00113727527934542,0.0409606961492631,0.000853570187028355,0.00257017787094121,0.0508546154825569,0.000137297794276983,60.3797374942088,0.348170400680578,0.185566409005606,5.48376421324638,60.2975446722608,2730031.85593446,199.829177048798,0.0239353554060453,-58.597400779101,120.165264760073,1455041,0.0245033740177762,0.000332960778301459,65.7383,1.08223350047957e-07,1.77334659687944e-06,0.000350028477715147,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
10,50,10,0.4,50,10,0.4,50,10,0.4,1,3,10,22,10,10,1,2,1.6,50,10,10,0.1,130,10,47,1816.88948794234,3093.0161429937,37.3556631624897,0.602628807870365,191.821017937763,44.0343657417291,42.3332192038926,8522454.51018147,10922706.4088312,7974286732.51743,29398130.1507436,358756910.846132,16264979395.0715,9206288011.72434,0.000413491551372142,0.00121891100550336,0.041434967892641,6.88582040193695e-05,0.00562536991872043,0.0818673147917779,0.000279444503817882,40.489783049821,0.74090896795273,0.201684766004809,7270637.31123909,20.3633018021985,5771565.77686191,189.053696076009,0.0488110834674596,-76.8658169216114,77.9283856897261,1571093,0.0243432646017644,0.000479973905438879,66.41507,9.0196863056589e-08,0.00034895608816553,0.036910068191079,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
6.43,2,7,8.8,50,10,8.23,11,9,5.6,1,4,10,50,10,10,23,10,4.8,1,2,9.88,1.22,19.6,13,46,3318.07704777508,1.25261748144323,260.389252408315,4.33462875582878,148.326995938959,7.72334277529537,1221.36793927519,2798757.22059432,24032078.1287628,23046709.6741129,2151695.17192388,279160441.363062,89367541.2678903,45319262.0733824,0.000227160252420799,5.62615730689929e-05,0.00240637371137599,0.000308551889059502,6.77266455302884e-05,0.00184501734460221,2.39716038251424e-05,31.1525057919573,0.300613773171048,0.203305952744376,145657.021322702,32.5749474152443,292166.000533883,271.213366189795,0.0480146635960864,105.5,95.3837241304452,197592.7,0.00303718203606353,0.000329786363347183,54.36987,7.63701419916113e-07,0.00011152105643123,0.021722931859278,"Leung_NMCF_Pin_3",65,3.3,1.6,10,0
10,50,10,0.4,50,10,0.8,50,10,0.4,1,2,10,33,10,8,1,2,7.2,35,10,10,0.1,130,10,57,1474.54348385746,2655.90590703414,34.8242868398921,1.01149825309851,335.678427273157,76.3183995672792,29.4612237602382,6486698.16491924,9862424.03369164,7853707296.01245,45660188.5019592,38676841.2128058,5050156196.58292,9711725843.33309,0.000476250551140933,0.00113858820296851,0.0410418493349826,8.50900625530138e-05,0.00227327070428705,0.0508877365373572,0.000204618134111762,29.166593272076,0.84108406037365,0.206747351768625,26570786.9170829,17.3323518714398,6606485.65340755,219.436779050368,0.0571417072804742,-99.7306689120477,93.7349594825601,1623944,0.0245460217825635,0.000395180340482682,63.03474,6.7256870044249e-08,0.00061159244453845,0.0512626404106831,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
9.6,50,10,0.4,50,10,0.8,50,10,0.4,1,2,10,50,10,6.8,47,10,7.2,43,10,10,0.1,130,10,48,2463.38831241748,2767.77813299703,37.3985069732692,5.11964343641664,423.761308462656,98.4915743450455,52.2607908449587,6023779.76015993,11695089.8321351,7888188162.86185,8285710.08730342,41505289.0791654,5635717954.10217,10083411485.4056,0.000632756933772658,0.00125292950524871,0.0410284058662368,0.00181676193284552,0.00286528088835601,0.0546894120248147,0.000200535419107758,50.1117037127481,1.33550216122791,0.270073471061348,376.948364658919,56.4573536587268,10174554.1743123,291.486706386415,0.0491495638841731,-77.1734787508443,125.471714217554,2057561,0.0238078849423142,0.000411626474807616,40.02205,7.8936153323484e-08,1.18525960473448e-05,0.00234634381672505,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
10,50,10,0.4,50,10,0.8,50,10,0.4,1,2,10,22,10,10,1,7,1.6,50,10,10,0.1,130,10,33,1816.88948794234,3111.61475942417,36.9332724421287,27.4731943222784,192.011742978518,97.6006463064785,44.2729671196141,8522454.51018147,10875108.8342767,7921051608.33208,44207814.768665,356772806.176618,5665880640.84146,9620025271.29651,0.000413491551372142,0.00121333307420406,0.0412545026265818,0.000295111883616112,0.00558766723949154,0.0550152427587158,0.000193403296616827,76.1043311845802,1.35305453889648,0.326552854372516,90.8644077026563,69.1621774868181,10443422.1560913,190.500656166849,0.032606268984711,-57.9552474738955,121.169353233944,2520467,0.0241200138646313,0.000375555535166907,53.22305,4.976614226963e-08,6.23649521335901e-05,0.000415473786855136,"Leung_NMCF_Pin_3",65,3.3,1.6,10,1
4.4,1,10,11.6,50,10,5.2,2,9,2,1,2,6.53,50,10,12.1,50,10,8.72,36,2,10,0.75,19.9,13,55,3503.2668841917,605.098984774978,809.481333032362,4.83974884945587,495.008530741733,1.37485415486551,517.149757018466,5886270.65032811,87554804.1964733,12588087.0735038,1147617.37232859,26700420.580452,201729957.937748,368727376.990784,0.000283672497726845,8.85607110123889e-05,0.00165806026093672,0.000378030836871075,0.000371160710601767,0.000492402192114118,3.39504585368339e-05,33.061249818925,1.03358490673502,0.478172727624911,10048.6227611956,36.1322758038249,524465.100040751,295.597750329734,0.0455796328630213,-2.0829094801706,58.7376306180784,242636,0.00158569792084583,0.000110911745797593,69.52713,8.25231967766251e-07,5.05875729242555e-05,0.0109563103720012,"Leung_NMCF_Pin_3",65,3.3,1.6,10,0
2.8,1,4,8,50,10,2.4,50,10,8.8,1,2,10,32,10,10,1,2,0.8,50,10,10,0.75,3.4,13,31,6807.72451561746,956.940622948754,1792.07936090935,6.77603013016345,160.376966788551,541.251959957903,2877.48809362519,1802197.91889864,153941332.916262,18016587.9955827,14673413.4241261,68680178.2202562,235865618.7456,20024829.1590052,6.84715331542046e-05,3.78143559400584e-05,0.00155664576367315,2.59792105301609e-05,0.000360534516061063,0.0056215765161942,7.61186532044194e-06,45.734339860836,0.959163917596662,0.527832623288048,38.0455144362379,50.3944265883948,182261.136124038,208.550113881532,0.0342918741323366,267.5,133.57599988305,100299.2,0.000593815134137613,0.000385300667504983,71.77516,2.16046187374863e-06,1.03220752280497e-05,0.0019341976728442,"Leung_NMCF_Pin_3",65,3.3,1.6,10,0
