RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
9.38,3.5,1,1.27,1.5,4,3.83,3.5,1,0.673,1,50,5,10,50,5,10,50,5,5.35,3.93,0.3,0,53,808,829,166,91,835,214,1690000,105000000,1090000,1200000,623000000,193000000,0.00267,5.1e-06,0.0038,0.00626,9.64e-05,4.02e-06,65.1359999221407,0.328384072681432,19.8360234911183,1.64549405123977,66.1078771076557,1000,186.249277532174,0.566702099225673,1.18163551468764,129.688479788299,60404.95,1.38418849255948e-05,0.000541063781314214,38.56549,3.26000373569101e-06,1.73034420115403e-05,0.0038928508363949,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
8.18,0.5,1,1.05,2,1,4.06,1,1,0.878,10,50,5,2,50,5,10,50,5,5.42,3.19,0.312,0,20,325,814,905,558,681,650,1740000,855000000,1470000,1540000,966000000,605000000,0.00038,4.63e-06,0.000575,0.00129,7.99e-05,4.38e-06,110.660957776877,0.328869178435039,21.7436987681509,0.000840916948829571,79.5980840450948,1000,194.742948731055,0.501101461209132,1.46557881452849,137.305338552978,66116.56,1.38214671471635e-05,0.00035472909888865,61.73807,5.0105654183952e-07,1.30051295169076e-06,0.000198413630325911,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
9.31,2.5,1,0.579,10,3,4.83,1,1,0.5,10,50,4.99,2,50,5,10,50,5,5.42,3.69,0.322,0,18,510,242,997,105,918,685,1360000,346000000,1470000,1880000,15600000,649000000,0.000147,5.26e-06,0.00584,0.00269,0.0001,4.85e-06,95.7594990530634,0.318658340731629,23.0870517126791,0.0132591613536271,71.8894628451267,1000,196.407983000551,0.501298611523126,1.03352650032325,136.219306887648,72450.8,1.42643513896995e-05,0.000330747330588073,37.01313,3.38430195165506e-07,3.38836088455974e-06,0.00078529194730792,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
0.148,0.5,1,3.7,0.5,12,4.6,0.5,2,3.85,1.5,50,5,3.49,3,1.05,2,50,5,6.35,2.45,70.3,18,20,334,469,110,872,729,1000,304000000,80400000000,223000000,180000000,100000000000,100000000000,0.628,0.000715,6.28318530717959e-06,0.394,0.00766,0.000225,33.9488794400742,2.14562541077666,12.0003652978045,24751.2890491814,28.2794222267649,1476110.66000493,117.038645327088,0.0959092585754403,-17.2675206,115.829031054289,8255806,0.0031271040487373,0.0003159485458912,45.31967,4.35229435109171e-08,0.000314851013909661,0.011308384402607,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,2
0.16,3.5,46,4.96,0.5,13,4.76,0.5,2,5.66,0.5,50,5,2,50,5.04,0.5,50,5,6.74,2.54,62.6,16,38,1000,713,1000,277,10,10,594000000,100000000,100000000,136000000,27500000000,27300000000,0.628,0.000958,0.628,0.173,0.00949,0.000534,41.7728095589665,3.50017452537807,13.805789338239,365.018882572443,42.0032836534331,2284666.66793964,125.401515142362,0.0695017142701461,-44.9250714,98.2276166158878,9011444,0.00296695162350883,0.000383004077521592,67.53449,5.7257674917964e-08,1.97986054187449e-05,0.00578688864021393,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,2
9.54,1,1,0.5,2.5,1,1.82,2,1,0.55,1,50,5,10,50,5,0.5,50,5,6.23,3.68,0.353,2,25,781,335,180,246,10,592,1650000,730000000,1580000,1650000,796000000,310000000,0.00333,4.68e-06,0.000718,0.00168,9.48e-05,5.4e-06,71.813073098601,9.17261636308036,17.5537725695091,0.36502130958622,73.2294634455456,32636.4236020077,174.919810198845,0.041615506924636,-63.7512876,119.109819344634,62456.81,1.61728534299354e-05,0.000267283477451548,59.75731,1.14515467544141e-05,1.28992624179902e-05,0.00256754655935088,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
0.03,0.5,5,3.11,0.5,13,4.4,0.5,3,2.36,2.34,50,5,1.5,1,0.906,2,50,5,3.95,2.58,68,19,62,1000,1000,603,1000,10,68,100000000,9550000000,194000000,201000000,100000000000,72500000000,0.628,0.000774,6.28318530717959e-06,0.628,0.0142,6.28318530717959e-06,51.2478739525006,8.44121010454506,14.5154413336151,8.88407764761156,48.9902474205788,5587493.06450482,113.332643135153,0.0612796726015321,-21.379646475,139.116073513119,9608211,0.00300877426733806,0.000291365115423084,58.4761,2.7911775394876e-08,1.74013133757445e-05,0.000880866330152941,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,2
0.148,0.5,1,3.7,0.5,12,4.6,0.5,2,3.85,1.5,50,5,3.49,2,1.05,2,50,5,6.35,2.45,70.3,16,21,593,469,110,872,746,1000,304000000,80400000000,223000000,180000000,100000000000,100000000000,0.628,0.000715,6.28318530717959e-06,0.394,0.00766,0.000496,23.9404365654126,23.0140353531679,11.8488005171937,1022325.03275964,16.0966802353284,15829731.3901538,116.929008376878,0.110610982050356,-25.7868262794044,102.914181168427,8149954,0.00312649752190438,0.000313781135850928,44.87311,4.29489224887571e-08,0.00057856469232081,0.0323501970056059,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,2
1.13,0.5,1,1.35,0.5,6,4.47,0.5,1,0.5,7.53,50,5,0.5,50,6.64,1.37,9,4.47,2.86,4.36,10.3,18,41,10,602,838,789,384,524,18300000,8250000000,18100000,20800000,3120000000,6830000000,0.037,5.75e-05,6.28318530717959e-07,0.000289,0.000552,2.86e-05,32.1274782536158,22.715969526753,8.17020946359163,608.732758520893,30.7536875221197,2278813.75528851,155.611841451735,0.0643004319816789,-17.8579566,119.606438747424,819616.6,0.000455989533267395,0.000433017378017409,51.88211,2.77172184431755e-07,1.55057747954246e-05,0.0100553028680759,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,1
24.4,0.5,1,3.14,1.5,1,2.12,1,1,1.8,10,1,0.5,10,50,5,2,50,5,6.87,3.74,0.365,4,33,509,292,53,1000,10,772,1730000,437000000,1890000,2450000,650000000,365000000,6.28318530717959e-08,4.99e-06,0.00319,0.00254,5.58e-05,6e-06,62.1900147381863,17.6922681531646,19.9864432118378,0.288463082266701,61.7297123776976,62511.4273321969,173.852351148899,0.0183852495093101,-29.0888235,127.918526611141,70617.35,1.60602840206874e-05,0.000156976695458457,66.18748,9.9200612670723e-06,4.63173365429503e-05,0.000633243413129092,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
0.275,0.5,1,1.24,0.5,1,3.4,0.5,1,2.29,8,50,5,0.5,50,10.1,3,1,1.13,5.44,2.61,8.6,20,31,10,1000,919,1000,1000,688,16200000,10000000000,35700000,32600000,5670000000,10000000,0.0628,8.17e-05,0.0628,6.28318530717959e-07,0.000821,2.74e-05,57.9909347999879,17.9108808816607,12.2820130692827,2.29731858795783,52.8172976770812,1500830.18124399,162.931626764112,0.0429833181406366,168,128.647450271129,1029163,0.000380883297385779,0.000269975103461183,49.40356,4.29178270816219e-07,4.59231261679571e-06,0.00306514589546292,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,1
11.1,1,1,1.38,2.5,1,3.31,1,1,0.72,10,1,0.5,10,50,5,2,50,5,5.66,3.64,0.418,7,60,171,582,198,960,384,103,1700000,584000000,1210000,1430000,1000000000,423000000,6.28318530717959e-08,6.44e-06,0.00628,0.000717,9.58e-05,5.22e-06,58.2542411247113,14.4012179217641,19.8214966511438,0.0816900671887141,57.7711168517965,58263.0226024219,169.511931733433,0.0201787612496852,-19.6100685,136.11676280608,80191.85,1.83895502699023e-05,0.000181353422414155,57.6252,7.87140251490293e-06,1.179411839763e-05,0.000493664460233134,"Leung_NMCNR_Pin_3",40,2.5,1.2,10,0
