MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_11_1_L_gmf2_PMOS,MOSFET_11_1_M_gmf2_PMOS,MOSFET_11_1_W_gmf2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av11,av17,av21,av23,av8,ft0,ft10,ft11,ft17,ft21,ft23,ft8,gm0,gm10,gm11,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.5,50,4.98,0.5,50,4.98,4,50,5,0.5,1,0.5,9,50,5,10,50,5,10,50,5,1.19,2.62,159,14,60,187,80,1000,198,139,1000,641,37500000,9770000000,3570000000,14300000,10000000,10000000,10000000000,0.0503,0.0628,0.0238,0.0303,0.016,0.0575,6.28318530717959e-07,19.5496180500514,11.4146992388187,3.0274417605414,14507013.3382896,19.7236290334429,7841244.25040698,214.239562172816,0.31946121671715,-15.3084994803966,98.7267759237174,2079679,0.00312246679253901,0.00115233869681733,47.09432,0.00604028926430085,0.00094973665464859,0.0354874746128411,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
1,50,5,0.5,50,5,6,50,0.5,1,1,0.5,10,50,5,10,50,5,1.5,50,5,7.22,5.14,14.1,12,45,968,497,999,399,844,319,435,1480000,914000000,976000000,1500000,2150000,235000000,1000000000,0.00302,0.00185,0.00628,0.005,0.00628,0.00465,6.28318530717959e-08,47.5448844865505,13.7890796522733,2.23683681887045,13.7177503648294,47.2391049191681,1161475.96921262,228.552050964326,0.0175170439753889,-4.15968300000001,129.148975102733,188412.3,0.000382870819288023,0.000339440834935864,71.2317,3.83388193803125e-07,9.63609422560574e-06,0.00160019519118904,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,4.93,0.5,50,5,9.4,50,2.32,1,1,0.5,10,50,5,2,50,5,5.18,50,5,5.72,8.99,14.1,13,24,1000,873,999,987,390,221,257,1550000,1000000000,976000000,1160000,2150000,1000000,1000000000,0.00302,0.00185,0.00604,0.005,0.00387,0.00316,6.28318530717959e-08,37.297092444595,17.93892928025,3.41403692654504,196.823560820608,36.646919915704,1111330.9211186,208.443853351448,0.0379004253610733,250.5,135.749905437576,211502.3,0.000281594520385575,0.000385444980883318,74.8799,2.71026495264355e-07,2.22005228180544e-05,0.00517307542226697,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,47,5,0.5,50,5,0.5,50,5,0.5,1,0.5,8.5,50,5,10,50,5,10,50,5,1.7,5.33,96.9,14,16,1000,351,249,283,508,218,484,16000000,10000000000,2860000000,17800000,14100000,10000000000,7630000000,0.0315,6.28318530717959e-07,0.0243,0.0438,0.0369,0.036,6.28318530717959e-07,32.5012590195323,11.0744202908246,3.68469517448334,63010.8882870347,31.838492455291,4719710.29660392,217.999243117952,0.31282784971035,195,97.9183250137179,1570348,0.00193718750576059,0.000828870680131278,46.76063,0.00655000086251989,0.000149867474460651,0.013475380394891,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.93,0.5,50,5,6,41,7.64,1,1,0.5,10,50,5,10,50,5,0.5,50,5,5.71,5.83,14.1,14,44,1000,497,999,33,136,319,435,1480000,1000000000,961000000,1000000,2150000,235000000,1000000000,0.00302,0.00185,0.00604,0.00628,0.0046,0.00316,0.00268,44.4399866225795,18.8254190861358,3.90126002586856,38.7594425341696,44.1775183215102,1154180.88433027,229.0103709442,0.0225058238490999,162.5,123.416395512214,239185.1,0.000278680475741411,0.000364915868973911,66.94525,3.69131826642503e-07,1.81069363060205e-05,0.00241744440047409,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,47,5.06,0.5,50,5,1.91,50,5,0.5,1,0.5,8.8,50,5,10,50,5,10,50,5,1.7,5.33,96.9,15,28,1000,253,761,283,508,218,484,10000000,6210000000,3030000000,17800000,14100000,5900000000,7630000000,0.0315,0.0136,0.0243,0.0495,0.0415,0.0628,6.28318530717959e-07,32.2976382353039,12.0100496881214,3.76307692985768,56847.6202752649,31.6233719267584,5103151.85607855,220.176247583612,0.299131376130233,278,113.048960660168,1598957,0.00193139457393746,0.000871711371534328,45.65488,0.00374000315756574,0.000164024060067045,0.013881309190265,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.99,0.5,50,4.93,10,50,5,0.5,1,0.5,10,50,5,10,1,0.5,10,50,5,2.48,1.77,34.3,10,53,708,129,1000,10,677,1000,1000,12000000,8300000000,3120000000,27800000,10000000,10000000,3810000000,0.0227,0.0616,0.0069,6.28318530717959e-07,0.00724,0.0279,6.28318530717959e-07,28.5695966071911,28.1647549268147,3.760699729236,5227.20418928294,32.36607682252,4105144.94939977,180.032635930267,0.0325799449539951,-47.8052586,138.530442421589,548139.6,0.000662521290119007,0.000457680728363428,65.33614,1.11723767065803e-07,4.95035772112107e-05,0.0169221203112639,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,8,4.45,1,50,4.99,10,1,0.5,4,1,0.5,10,50,4.97,1.5,50,5,10,50,5,4.14,8.38,0.505,10,42,984,10,397,740,867,10,389,1000000,1000000000,1000000000,2020000,3340000,70900000,121000000,9.72e-05,0.000219,0.00411,0.00107,0.00628,6.28318530717959e-08,6.28318530717959e-08,61.5964262358591,58.9226889719963,21.9307792661428,0.000197751095310946,61.6170781377273,165354.565126826,203.508181653711,0.0574501557173472,-38.0711628,135.840451923422,61544.28,1.27558954416456e-05,0.000201526561066804,52.53751,3.61441262580232e-06,2.96224776245024e-07,6.84982662320088e-05,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,8,4.45,1,50,4.99,10,1,0.5,2,1,0.5,10,50,5,2,50,5,10,50,5,4.14,8.38,0.505,10,24,984,10,397,892,867,10,389,1000000,1000000000,1000000000,2020000,3340000,1000000,426000000,0.000702,0.000219,0.00411,0.00107,0.00628,6.28318530717959e-08,6.28318530717959e-08,75.9193163518063,59.1282317683526,34.8143954244116,9.68602989429927e-06,76.1258491204874,165740.118504936,205.933435847606,0.0687794031626937,-9.0766632,142.350501203294,97586.92,1.27411923626247e-05,0.000184622847639495,41.96013,4.49458988614814e-06,1.80563051850324e-07,1.92869731470147e-05,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,5,0.5,50,4.98,0.5,30,4.97,0.5,1,0.5,10,50,5,10,50,5,10,50,5,2.43,5.06,206,1,0,760,1000,189,227,744,488,159,12200000,5110000000,6460000000,17900000,21400000,7340000000,3660000000,0.00897,0.0577,0.0516,0.0588,0.0234,0.00778,6.28318530717959e-07,5.63915520577433,6.56633196260121,1.16934069924759,125658213910.226,5.88079387168012,5837054.23881759,225.790079498635,0.0785957230305095,-152.029140591381,55.4185122928811,1039470,0.00404062189865095,0.000862072052746223,66.47151,8.29943355600059e-08,0.00634600998534982,0.0783022170946222,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.98,0.5,50,4.99,2.5,50,5,0.5,1,0.5,9,50,5,10,50,5,10,50,5,1.99,3.64,159,4,0,187,80,1000,198,139,986,641,29400000,9770000000,3310000000,14300000,12500000,494000000,10000000000,0.0503,0.0555,0.0238,0.0303,0.016,0.0575,6.28318530717959e-07,19.5776204193495,10.9673642321372,1.91650911316294,14470745.098997,19.7522834016957,7538391.83058449,217.958298763777,0.112456712465524,-15.2902396483539,94.7131118333788,1317308,0.00312430741666636,0.000847986056645957,60.16178,7.53040295814467e-08,0.00094808300887425,0.035479733635883,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.98,0.5,50,4.97,6.1,50,5,0.5,1,0.5,6.3,50,5,10,50,5,10,50,5,1.99,3.64,159,13,0,10,80,1000,198,10,1000,207,29400000,9770000000,3310000000,11000000,10000000,494000000,10000000000,0.0503,0.0555,0.0238,0.042,6.28318530717959e-07,0.0628,6.28318530717959e-07,27.2176842746207,9.97872006873144,1.97394471842895,611964.054303666,26.5031260968997,6855330.02604861,207.377240795609,0.0498310824462786,679.5,111.885630834859,1356090,0.00312270419581527,0.000834687898046744,64.52742,6.68378481468491e-08,0.00028011750592953,0.0254319772316041,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
2,50,5,0.5,50,5,3,1,0.5,1.5,50,5,10,50,5,2,50,5,10,50,5,10,8.79,0.87,5,0,249,774,272,985,287,152,694,1240000,237000000,941000000,1190000,1510000,985000000,325000000,0.00113,0.00538,0.00483,0.00417,0.00237,6.28318530717959e-08,0.00628,160.108282914908,7.98559153652322,26.2670989529282,2.68897980616641e-08,111.438970963244,73315.7963127843,224.363120855456,0.0445815812292307,-8.521106,147.010146708638,241158.5,4.17318639551476e-05,5.25916500801458e-05,41.12677,3.95157328016072e-06,3.7794132035085e-08,4.38113132195106e-06,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
4.5,50,4.95,0.891,50,5,6.48,4,3.8,1.5,50,5,10,50,5,2,50,5,2,50,5,8.28,0.1,0.87,19,0,10,486,556,887,1000,441,1000,1310000,1000000000,1000000000,1000000,1000000,985000000,160000000,0.00258,6.28318530717959e-08,0.00602,0.00599,0.00438,0.000262,0.000753,136.527239965994,11.4582364017412,35.7191139784832,2.59280463424707e-07,105.765393457922,92464.038180337,189.237459293872,0.0379908135788412,633.5,154.313729620729,288241,3.66802593262981e-05,0.000129036091079616,46.77908,3.08976778081935e-06,6.23655566545089e-08,9.36600101097973e-06,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,5,0.5,50,4.98,0.5,30,4.97,0.5,1,0.5,10,50,5,10,50,5,10,50,5,2.85,6.38,88.5,10,0,760,1000,403,227,553,488,10,12200000,5110000000,9130000000,14500000,21400000,7340000000,8670000000,0.00897,0.0577,0.0516,0.0628,0.0577,0.00778,6.28318530717959e-07,31.3896948535817,15.7457007931926,2.50612987459806,69274.2770033425,31.4893481947782,6048337.18313341,229.947863656091,0.045424410522121,-3.6956403,101.432635335156,962670.3,0.00174602846215657,0.000633368399102188,56.58211,1.02723546131652e-07,0.000183970509562436,0.0134329626358352,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.98,0.5,50,4.99,10,50,5,0.5,1,0.5,9,50,5,10,50,5,10,50,5,1.99,1.33,118,15,0,187,80,753,198,139,1000,641,29400000,8460000000,3140000000,14300000,18900000,10000000,10000000000,0.0628,0.0555,0.0238,0.0249,0.016,0.055,6.28318530717959e-07,27.437863950279,13.8885753186059,2.62568521666786,348265.781902762,27.5394823700553,7095733.55125774,216.483786921792,0.058095943287853,644,112.996620018585,1341474,0.00232229250185873,0.000771529550484947,55.32103,7.16157636387882e-08,0.00032467094781406,0.0202205080032551,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
1,50,5,0.5,50,5,6,41,4.93,1,1,0.5,10,50,5,10,50,5,10,50,5,5.72,3.27,14.1,6,0,968,497,999,399,136,319,435,1480000,914000000,976000000,1500000,2150000,235000000,1000000000,0.00302,0.00185,0.00604,0.005,0.0046,0.00316,6.28318530717959e-08,47.6020710002345,17.1807862689526,2.73748112558943,10.1116226622244,47.2972443269426,1460277.11135159,232.11826726908,0.0204001067189592,298.5,146.109892648869,232671.6,0.000386339899088971,0.000361852878067901,67.30291,3.46881098101966e-07,9.51237442609942e-06,0.00158761290158815,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,4.98,0.5,50,4.97,9.85,50,5,0.5,1,0.5,6.3,50,5,10,50,0.5,10,50,5,1.99,3.64,70.9,20,0,10,80,10,660,10,1000,200,44200000,9770000000,10000000000,12500000,10000000,7650000000,10000000000,0.0628,0.06,0.0218,0.018,6.28318530717959e-07,0.0628,6.28318530717959e-07,38.2080436230359,20.7634882790082,4.53658558982675,1980.75962365072,37.4944746125185,6402127.92676081,167.907176737625,0.0226394129583931,728.5,131.765162201941,1398792,0.00140152661702306,0.00061213676697944,65.0258,6.1687555789032e-08,5.74983020404396e-05,0.00676875584948911,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,42,5.01,0.5,50,4.93,6.38,50,5.09,0.5,1,0.5,6.4,50,5,10,50,0.74,10,50,5,2,0.1,33.3,23,0,50,57,1000,303,47,1000,129,31800000,9780000000,10000000000,10000000,35700000,10000000000,5790000000,0.0435,0.0295,0.0245,0.00485,6.28318530717959e-07,0.0547,6.28318530717959e-07,46.6200256916677,13.2664221874896,8.9805095532588,31.4825523701238,46.2827836501218,2007098.7425729,156.619187841082,0.0465605607912008,652,145.673155172366,1358676,0.000687689263440398,0.000650451446752094,49.72193,8.24176817689801e-08,1.50013682780148e-05,0.00216118970682899,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
4.5,50,4.97,1.5,50,4.98,1,4,3.8,1.5,50,5,10,50,5,2,50,5,2,50,5,9.13,0.1,0.87,10,0,380,774,556,937,1000,596,1000,1040000,74700000,477000000,1790000,1000000,985000000,160000000,0.00258,0.00244,0.00289,0.00523,0.0036,0.000262,0.00628,136.423391578434,18.264289413536,46.5670965900898,1.21174001831703e-06,105.715410630896,104714.676035648,191.855205819389,0.153230722248643,604,153.483784648118,266983.2,2.60604609018777e-05,0.000797007122274517,48.00948,3.21557866631249e-06,6.26739513998054e-08,9.42669213688241e-06,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
3,50,4.97,1.5,50,4.98,1,4,3.8,1.5,50,5,10,50,5,2,50,5,2,50,5,9.15,0.268,0.87,11,0,380,939,556,937,1000,596,1000,1040000,74700000,477000000,1790000,1000000,985000000,160000000,0.00437,0.00244,0.00289,0.00523,0.0036,0.000262,0.00628,141.879722160433,20.9316588977692,53.9447715023479,6.38998430188547e-07,107.925061683292,102167.066336519,191.416827891385,0.125099784875559,608,153.465151698679,263303.5,2.21862852984186e-05,0.000204804016563416,47.70097,3.28604628454511e-06,2.28163965625416e-07,6.98590692005396e-06,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
3,50,4.97,1.5,50,4.98,2.5,2,4.89,1.5,50,5,10,50,5,2,50,5,2,50,5,9.15,0.1,0.87,12,0,380,939,556,937,1000,490,1000,1000000,74700000,477000000,1790000,1000000,478000000,159000000,0.00437,0.00244,0.00289,0.00523,0.00419,0.000262,0.00628,141.712835319686,18.8805002303642,58.0116746805014,1.08565748583169e-06,107.96205454696,91971.2233189761,190.962561775862,0.0910493380213739,643.5,153.471084984649,282588.1,2.21419459222766e-05,0.000370514183808681,47.14614,3.59732847838562e-06,2.23166363539917e-07,6.95175054499231e-06,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,50,4.98,0.5,50,4.84,10,50,4.99,0.5,1,0.5,9,50,5,10,50,0.909,10,50,5,2.63,4.38,53.1,19,0,10,127,10,415,10,1000,451,34300000,6340000000,9820000000,10000000,26300000,522000000,10000000000,0.0628,0.0628,0.00688,0.0238,0.016,0.0606,6.28318530717959e-07,40.5161608712734,28.1388421231126,4.62850073823062,718.454780629554,39.9278600871954,6482997.29568695,191.197254164384,0.033833597931441,729.5,134.78402496773,1066375,0.00104724172362605,0.000539005479202887,55.44705,7.84132039720505e-08,4.94871203747049e-05,0.00505088632108408,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
0.5,50,4.92,0.5,50,4.89,6.33,50,5.02,0.5,1,0.5,6.3,50,5,10,50,0.5,10,50,5,2.53,1.25,41.9,24,0,10,120,811,25,10,1000,362,58800000,7970000000,10000000000,10000000,10000000,10000000,10000000000,0.0628,0.0617,0.00838,0.0411,6.28318530717959e-07,0.0586,6.28318530717959e-07,44.0015880011718,29.2431342677123,6.1794167486301,115.995540163922,43.5740669085018,5359224.96926509,159.062880647875,0.0195885926236452,727.5,140.850199204563,1132467,0.000833019924391477,0.000585130391059779,62.51158,6.5835937501923e-08,2.35478167367209e-05,0.00313735160076711,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
4.5,50,4.96,1.5,50,5.06,0.5,5,0.5,0.5,50,0.5,10,50,5,2,50,5,2,50,5,6.22,0.266,0.87,30,0,166,1000,556,937,1000,921,1000,1000000,192000000,903000000,2150000,1000000,1000000000,160000000,0.00102,0.0039,0.00075,0.00485,0.000702,6.28318530717959e-08,6.28318530717959e-08,136.35735177551,26.5577960915953,58.3955348615175,4.23369921195805e-07,104.933248440027,153257.886606745,181.892836582423,0.038522206109316,666.5,155.942693564788,336984.9,2.62305936419116e-05,0.000292186637096519,45.20603,2.50357858471541e-06,5.72663618747526e-08,1.11514300149551e-05,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
5.24,50,4.92,1.5,50,5.05,2.5,1,5.08,2.62,50,4.53,10,50,5,2,50,5,2,50,5,6.98,0.1,0.87,23,0,10,939,556,1000,1000,508,1000,1000000,196000000,1000000,1440000,1000000,943000000,159000000,0.00628,0.000951,0.00289,0.00523,0.00285,0.000262,0.00628,134.048945472172,24.2698056214329,49.4679797236673,4.1330034775617e-07,104.730793066454,150059.659338313,187.289802178335,0.0358846112669085,703.5,155.462204562197,305859.4,2.81044426670783e-05,0.000210140754685928,45.04008,2.60170026335757e-06,6.8009832094873e-08,1.08431369429951e-05,"Leung_NMCF_Pin_3",40,2.5,1.2,10,0
0.5,27,5.01,0.5,50,4.93,3.53,50,5.09,0.5,1,0.5,6.4,50,5,10,50,0.74,10,50,5,2.51,0.1,33.3,26,0,576,784,1000,303,47,1000,129,14700000,9780000000,10000000000,10000000,55400000,10000000000,5790000000,0.0435,0.0295,0.0142,0.00485,6.28318530717959e-07,0.0547,6.28318530717959e-07,48.3447828601118,54.284020163582,6.67273371484841,15.2443426783008,48.0087789779429,9236990.27540724,155.955314112729,0.0215401688347821,725,146.558957439164,1135435,0.000773456337742593,0.000507534115965247,56.6409,6.3648563284988e-08,1.10819186816502e-05,0.00172822034614906,"Leung_NMCF_Pin_3",40,2.5,1.2,10,1
