MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_11_1_L_gm2_PMOS,MOSFET_11_1_M_gm2_PMOS,MOSFET_11_1_W_gm2_PMOS,MOSFET_12_1_L_gmf2_PMOS,MOSFET_12_1_M_gmf2_PMOS,MOSFET_12_1_W_gmf2_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_18_7_L_BIASCM_NMOS,MOSFET_18_7_M_BIASCM_NMOS,MOSFET_18_7_W_BIASCM_NMOS,MOSFET_22_2_L_LOAD2_NMOS,MOSFET_22_2_M_LOAD2_NMOS,MOSFET_22_2_W_LOAD2_NMOS,MOSFET_24_1_L_gm4_NMOS,MOSFET_24_1_M_gm4_NMOS,MOSFET_24_1_W_gm4_NMOS,MOSFET_25_1_L_gm3_NMOS,MOSFET_25_1_M_gm3_NMOS,MOSFET_25_1_W_gm3_NMOS,MOSFET_9_2_L_gm1_PMOS,MOSFET_9_2_M_gm1_PMOS,MOSFET_9_2_W_gm1_PMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av11,av12,av17,av18,av22,av24,av25,av9,ft0,ft11,ft12,ft17,ft18,ft22,ft24,ft25,ft9,gm0,gm11,gm12,gm17,gm18,gm22,gm24,gm25,gm9,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.85,30,1,0.4,1,0.7506504,0.85,16,0.99,0.85,30,1,0.85,30,1,0.85,30,1,0.85,1,0.5370007,0.4,3,0.72,0.36,1,0.4902811,3.103736,0.4661098,5.921099,0,24,432.2791,348.5762,879.9669,536.3762,614.1507,472.2514,414.3601,85.80116,608.8539,38554600,2987026000,150707000,20494900,20401270,41578080,616368300,1223633000,3838453000,0.006900893,5.060015e-05,0.0002511902,0.02094774,0.1051465,0.06365244,1.719009e-05,0.0002348088,3.110268e-05,26.6032344237354,0.559280834241646,605.498124540872,98.9264150809701,26.4728047936405,1000,67.1937523354735,0.5,0.426264827048965,101.824263913704,1082637,0.000110371018068997,0.000372785362080853,44.68554,1e-06,1.38493552676908e-05,0.00371570815546901,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.84,1,0.8764269,0.85,14,0.98,0.85,30,1,0.85,30,1,0.85,30,1,0.85,1,0.4568098,0.85,10,0.93,0.64,2,0.72,3.914538,0.4710446,3.83464,0,38,720.6458,105.63,634.4026,613.4467,505.3416,830.6836,606.7371,583.8488,524.9926,31515310,1221559000,178488200,16250010,15173650,34797250,547682800,266371000,990009500,0.005080846,3.582778e-05,0.0002388232,0.1099546,0.1101732,0.05877031,1.348598e-05,0.0002539907,3.446141e-05,29.3912928497451,0.609806123472659,680.554000499587,33.9961301534299,29.3753280175446,1000,73.5556515792952,0.5,1.75015524155126,105.951546134485,1116017,0.000101226263046038,0.000260552091360687,64.65682,1e-06,1.62693675487635e-05,0.00280145640337098,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.36,1,0.6447127,0.85,30,1,0.85,30,1,0.68,1,0.1,0.85,30,1,0.84,3,0.88,0.64,30,1,0.32,1,0.1763402,2.9902,0.3451022,4.11943,13,13,304.9136,293.3608,541.184,699.4651,139.2785,256.7865,503.3397,420.1223,159.373,109977700,3804895000,383886700,46943860,553724300,125536500,582808600,721816800,5242491000,0.01958577,3.323984e-05,0.0006217465,0.02434115,9.010937e-06,0.01065087,4.028482e-05,0.0006588337,1.600759e-05,26.2349860197526,270.711537972045,396.929845220681,405.674456663505,20.4714229781476,482631.330895278,64.1356581793623,0.0745756686725576,617,100.4967727018,707656.5,0.000110050933498623,0.000826117237722615,66.29667,1.30615751529793e-07,1.07871871426576e-05,0.00405477952283478,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.6,1,0.9368253,0.85,30,0.99,0.85,30,1,0.85,30,1,0.85,30,1,0.85,2,0.81,0.64,30,1,0.56,1,0.6487022,2.801836,0.3581858,2.30677,10,25,671.5105,346.6328,818.6823,705.3385,506.9339,306.4512,461.9875,241.3926,630.3719,50113490,1176037000,145086400,30271070,25114290,67243740,444720700,224505300,1452346000,0.07074442,2.988171e-05,0.0002039314,0.06614071,0.1005595,0.01914801,1.086843e-05,0.0002383517,2.380234e-05,31.5432478165785,387.445272255909,677.500368882715,27.7037158966807,31.4388923562787,448587.60915967,64.034165738643,0.0552993439453996,-2.2492404,94.6063102274213,784416,7.14696891170595e-05,0.000274766902027602,76.70397,2.88482972971479e-07,1.98033683857085e-05,0.00222143372218081,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.4,1,0.6816021,0.8,30,1,0.85,30,1,0.85,30,1,0.76,30,1,0.85,2,0.72,0.85,30,1,0.32,1,0.494492,2.76293,0.4024914,4.475543,10,3,455.5908,495.4365,371.5315,516.4125,16.54472,342.9413,624.1567,536.6401,144.451,80646510,3300330000,172092600,45751830,37062600,725930000,585854100,194903600,4783819000,0.02978953,3.840605e-05,0.0003113732,0.04268224,0.01443433,0.01631249,1.779373e-05,0.000346724,2.538417e-05,30.0194070773352,357.050962290187,646.782966417428,37.5800562658661,29.8853366042564,743837.670671015,64.0707188996659,0.0556805669296696,675,100.697060942545,1347431,0.000128597624558869,0.000317116216490451,65.04928,1.43036540124932e-07,1.36518398563834e-05,0.00255789206980028,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.5457798,1,0.5670424,0.6642202,30,0.9818157,0.85,30,1,0.6047706,30,1,0.85,30,1,0.85,1,0.1,0.85,1,0.9395754,0.297753,22,0.3948841,2.148342,0.6112235,1,16,41,246.4824,251.9158,317.703,583.9401,198.1291,371.3439,142.4147,58.55627,460.4793,74195600,2009521000,477203000,13833800,9476224,41131970,344218800,654314900,2319969000,0.01111141,4.45504e-06,0.0004766333,0.01735822,0.01777638,0.04836613,1.747069e-06,0.0002388726,2.666463e-05,77.3181798915526,413.848753383537,1449.57359430559,0.492586150910294,48.9446651502808,330776.697060256,59.9299545988063,0.0450889161521975,525,79.947002404608,1158600,4.93376250777934e-05,0.000168312852111801,50.87842,6.36339733369535e-07,2.24543408953948e-05,0.0010410976255481,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.4148427,1,0.3006444,0.85,30,1,0.85,30,1,0.85,12,0.9905751,0.8208723,30,1,0.7676649,1,0.478661,0.7179241,30,1,0.3887201,22,0.8955231,3.429826,0.6141057,1.267174,21,36,246.8813,281.2453,562.3764,422.1246,160.5411,544.4487,504.4864,398.0397,207.7273,74614710,3381673000,321845200,44427810,20494490,267518200,601922600,256706600,4043796000,0.04601961,5.331097e-05,0.0004254028,0.00358233,0.0441155,0.01055793,1.408883e-05,0.0007948443,3.74859e-05,80.9389914911059,413.036908279339,1480.19821055519,0.12612374580006,55.0294022713515,462729.13950123,70.4923234139622,0.0208672318840817,546.5,99.290182177175,1658280,6.91549025211759e-05,0.000217863792256318,52.07232,4.8615270099488e-07,1.17976058231503e-05,0.000714828160173486,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.5457798,1,0.658934,0.6642202,30,0.9675213,0.85,30,1,0.6047706,30,0.9991779,0.85,30,1,0.85,1,0.1,0.85,1,0.9395754,0.297753,22,0.3948841,2.148342,0.4877229,1.375016,17,54,757.4843,441.2736,135.0972,742.1834,158.9313,94.18791,38.41835,280.7453,534.9787,19170330,213831000,311492200,10177780,31475480,54153650,310485900,914227000,133921600,0.03075854,5.260931e-06,0.0005155348,0.04851957,1.02446e-05,0.0836926,1.887792e-06,3.263368e-05,3.01757e-05,79.4451003530518,416.80074420642,1633.34426691625,0.355950688888073,51.5863986141386,390676.630936143,58.7942872251725,0.0489109654105036,501,73.4547178898581,1530970,5.78594010472014e-05,0.000175851813052458,46.07677,4.71339688796723e-07,1.66250293454645e-05,0.000943830506428212,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.36,1,0.5191826,0.85,24,0.99,0.85,30,1,0.85,30,1,0.85,30,1,0.84,1,0.2946324,0.85,3,0.97,0.32,1,0.358574,2.957144,0.3958723,3.028944,10,33,84.36645,281.0356,563.6823,466.6765,503.7378,209.875,132.1008,20.79404,579.6284,71825500,3631878000,94611770,29698060,25455000,85439580,730362900,307443600,4947605000,0.06763644,3.059985e-05,0.0002835739,0.04234565,0.02289009,0.07343194,1.071209e-05,0.0002368629,2.65516e-05,29.9602298605583,670.756084970672,652.381835487851,44.0127772410824,29.8372197017763,850990.779754175,65.4734154830188,0.0629674490624148,-12.840559875,95.1413896073953,827679.3,7.83150480831656e-05,0.000355769946454223,72.73997,2.44283668853305e-07,1.67409342478486e-05,0.00248382852869466,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
0.85,30,1,0.4,1,0.770688,0.85,30,1,0.85,30,1,0.85,30,1,0.72,1,0.3710933,0.8,2,0.84,0.85,30,0.98,0.32,1,0.4567837,2.76293,0.4024914,4.475543,11,6,681.1908,370.8251,420.7106,531.0924,16.54474,285.9934,518.8658,347.4285,125.761,105308000,3087219000,325311500,317264600,219586900,1342558000,698093400,438557900,5014217000,0.01530425,4.445317e-05,0.0005405403,0.02191491,0.03385872,1.825262e-05,3.59586e-05,0.0006878437,3.456276e-05,29.7777940537899,765.135526954494,686.778717115596,38.6804881578779,29.5561770524416,1432596.90158366,63.7268616497,0.0622067001872501,639.5,100.199212194441,1285886,0.000115576789195967,0.000329391124917904,62.64493,1.54258858253289e-07,1.37399326445536e-05,0.00260853234393577,"Leung_DFCFC1_Pin_3",22,0.9,0.3,50,0
