RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.274,0.126,6,1.52,0.192,20,1.87,0.06,13,1.63,0.802,20,2.02,1.2,20,0.12,0.817,16,1.96,1.15,0.486,63.1,34,14,82.502202005103,23.4830606257518,5.81467748821798,75.3572464636661,19.9697392216034,13.8350578854393,432288387.753632,14199484629.5932,643301808.411838,1000794137.7244,27303424695.5612,10094777148.0472,0.000786259743495854,0.00123316300165613,0.000529969336906922,0.00151355176275181,0.0142536314725555,0.00104609644467793,50.8172486691481,6.95066691828657,53.8618741931566,18.3229445319949,41.2944810004173,11103124.6606469,46.091814457667,0.0655014533598616,1987,82.169879769055,86039960,0.00290439746578605,0.000382032368604281,65.68312,4.74785932776597e-09,9.28635592199106e-06,0.00196171289126112,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.235,0.2,6,1.86,0.167,20,1.88,0.572,20,1.36,0.582,20,1.74,3,13,0.12,0.559,15,1.99,1.08,0.61,77.7,27,51,73.6478267034569,28.6345760448232,0.622607363678292,66.3947103139802,14.8200306782927,77.3259424974237,830989875.546158,8153784808.97543,98756421.8978506,1912762552.09115,34393781072.5668,919463529.722955,0.000962303861200051,0.00124632585799191,0.000154382037614913,0.00190056400753039,0.016264019902554,0.000822737302658036,25.5174002457953,18.6195753212618,21.4046616982448,605820.611497991,14.0293133728705,36396395.2529504,45.9279228792246,0.0775690050890935,-47.8593005882476,52.6287130256688,41840510,0.00355406946476956,0.000293724346519431,62.22711,6.00957456497503e-09,0.000142598550401888,0.0373777139387038,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.235,0.2,6,1.62,0.196,20,1.99,0.572,20,1.36,0.582,20,1.74,3,13,0.12,0.559,15,1.99,1.08,0.589,60.2,24,4,75.9889473528372,30.6189526092682,1.23040059482108,65.8604214011062,20.1340420407344,79.5379091303922,733808612.566729,7862819295.9351,124013789.630124,1630545180.19007,25534460543.9645,810503788.45575,0.000828874532175612,0.00103856379662619,0.00018495888131908,0.00159267666236651,0.0143800612914457,0.00070727060112889,29.3307616231255,29.0769816017037,29.8014726471382,128761.819618003,15.1312516814226,44521020.515651,45.6917793481497,0.0501953061147533,-9.61216393528615,59.4180620998266,45630320,0.00278389659343849,0.000304637009060726,54.35541,6.11487762411897e-09,0.000104392447007463,0.0273276553082073,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.03,0.06,1,1.65,0.06,19,1.87,0.06,7,0.97,0.873,20,2.06,1.2,17,0.12,0.678,20,1.88,1.32,0.302078459677769,48.3,27,35,86.2850685902208,7.99288148195103,5.74306128843621,68.9142660931494,8.62910438850329,14.3310897695385,331197447.366332,52663745845.9649,607623932.180751,962918871.565202,73582277185.4193,18841370088.7545,0.000653608393625795,0.000561803785585022,0.00042496376901582,0.00139872670854083,0.0160017479559418,0.000692359387105966,25.4838574436569,29.8622392401795,41.6382789894781,333848.648943246,11.1067089796825,36775089.0258622,46.1031608741645,0.188248928887466,-11.0753481310457,53.2876677993663,51277180,0.00223907516415834,0.000401043040693895,58.78868,8.94490778026598e-09,0.000111000273058748,0.0218244105110147,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.235,0.2,6,1.62,0.196,20,1.99,0.572,20,1.36,0.247,20,1.74,3,13,0.12,0.378,15,1.99,1.08,0.589,60.2,28,63,56.8031163465385,32.1254659762572,1.44692729948969,57.5541311940202,19.6660067548895,79.2632284297793,2394723513.12738,7708461790.22721,130066421.360456,2550300130.47293,25776699174.0825,806749766.930336,0.00112046129233904,0.00101421367035627,0.000191628962050249,0.00167229904215854,0.0145314132469046,0.000703562198230317,28.2586057782894,19.868260236076,30.9842888784212,267772.222862898,15.2999918453366,32052833.7445353,44.5383991629695,0.0684173112819883,-13.727717541059,55.0392316047203,49985970,0.00293321502955251,0.000347016128803232,55.7945,5.87067263443397e-09,0.000132608576901321,0.0317696905939851,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.2,0.4,6,1.76,0.06,20,1.92,0.205,14,1.63,0.649,20,2.06,1.2,20,0.12,0.72,18,2.02,1.22,0.366,48.3,28,18,62.394414376434,47.3722745390529,4.56800337227973,51.361791929413,6.32693830493817,50.2238380202675,447245695.27685,2340580340.04969,420318398.776384,810251063.387354,65242575351.275,2999592685.28664,0.000618898446433346,0.000626047616242957,0.000376641229907573,0.00119008423514229,0.0143834539672206,0.000737525062513657,44.4660344200223,34.6729854831887,59.4905852084964,135.501964911636,40.1230166996847,43277201.1077837,45.0607035009442,0.0969441779507832,1272,72.7612747897008,74253370,0.00226936962881726,0.000385462498914712,57.33484,6.91892644677698e-09,2.42110664926948e-05,0.00371626720533164,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.123,0.06,1,1.76,0.06,20,1.87,0.205,7,1.63,0.802,20,1.95,1.2,20,0.12,0.678,20,1.96,1.15,0.486,59.9,27,47,82.3971913412891,7.43543716347019,5.77227686403672,69.7736911922909,8.26217949398813,50.9871631259239,429096389.731711,55095299190.666,624955964.552953,1079688836.71607,80051000225.9351,5196339647.54535,0.000752205174597731,0.000630117062793485,0.000514572620400017,0.00165612372741299,0.0184897459758948,0.000752078972544185,20.8855428405568,37.3222384494259,37.863173607263,3532015.96861184,7.13092672964042,56770252.2944292,45.9650508538825,0.219786028153964,-35.9588516915792,48.3613501007949,57593060,0.00276560690954252,0.000348808866205267,49.06567,8.76128179147295e-09,0.000163261301508809,0.0353172452837959,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.298,0.132,4,2.14,0.2,19,1.95,0.06,8,1.73,0.856,20,2.07,1.2,20,0.668,1.2,19,1.95,1.45,0.538,52.4,27,0,63.8798321674333,28.0553942537924,4.65638633989003,62.9465960486845,15.2842424556598,8.64311675093744,303654963.873392,11960612528.8806,182415434.351051,394280868.589631,20134373550.5291,11000541988.9961,0.000579323500862425,0.000952199289776787,0.000675040305985243,0.00103146154663426,0.0105678839754062,0.000755303046826544,48.7407791060306,3.83809365149415,44.0448829408176,4.68524911953553,45.5724119384306,5119852.77204519,51.5875364792699,0.0671807367958684,2176,83.9356235430061,58753990,0.00242537678002632,0.000410969971746109,59.64554,7.77747984458915e-09,2.6179917408925e-06,0.0019135304976437,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.25,0.131,20,2.06,0.102,18,2,0.271,13,1.76,0.542,20,1.92,3.31,20,0.12,1.3,18,1.97,1.37,0.465,39.6,26,0,60.9744434418454,35.7181691539933,5.72934323405518,65.1677291483004,11.3403945740868,55.6887749601653,547026941.678856,4529540061.67834,85212166.4571308,317782028.68124,40386132620.3094,1876105079.46581,0.000566895988499552,0.00135063717140537,0.000217561966616944,0.000853204710244312,0.011655474874899,0.000587230922627272,62.2545424292937,7.50982937550997,48.5268119902815,0.776976685881245,65.4450606090566,7759528.34096308,48.3253718040534,0.309322143642974,2073,84.5828303464844,50140310,0.00187863567089999,0.000424664725139362,55.65889,0.000112000007345551,7.46185512602249e-06,0.000439021902843784,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
0.277,0.131,20,1.52,0.102,18,2,0.394,20,1.76,0.542,20,1.92,3,20,0.12,0.691,18,1.97,1.37,0.465,48.1,29,0,59.922910491115,35.0417847323891,5.72512937953138,50.4736470990743,10.6595188010302,63.5340360185332,602523787.570002,6136588400.47295,108481300.701927,858517805.334568,43863857078.4694,1002044770.56103,0.000642996967293637,0.00144725984136073,0.000251511735914443,0.00117703207725677,0.0128447756375208,0.000695951017987543,67.9437865673948,7.32095347022399,48.5889450450925,0.537677280270881,52.2199050995848,9120612.92586401,47.9687410716604,0.052346293706334,2171,82.2859465010909,60533230,0.00226513290378455,0.000325637061968205,62.2909,7.78785406263908e-09,5.32696613629785e-06,0.000362989561909721,"Leung_NMCNR_Pin_3",65,1.2,0.4,2,0
