MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_25_1_L_gm1_NMOS,MOSFET_25_1_M_gm1_NMOS,MOSFET_25_1_W_gm1_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_PMOS,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,VDS21,VDS25,VDS6,ft21,ft25,ft6,gm21,gm25,gm6,gmid_offset21,gmid_offset25,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
1,6,1.37,0.153,38,0.3,0.642,6,0.3,10,96,62,0.616972334465336,0.119434139768228,0.127451122420636,1530442776.92826,3449458541.48217,3317191053.77387,6.01304341503576e-05,0.000211786760196598,0.000200455362487282,-15,10,-12,36.4786959878999,18.87783464091,13.3458980683123,3603.39247844433,35.9393422597058,276946003.424304,3.33463641196458,0.0045641680507609,267,45.3349323215558,195790100,8.15024041252344e-05,0.00111979775704046,47.92238,3.39887413486605e-08,2.40680129101917e-05,0.902613752909474,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
1,7,1.01,0.158,38,0.452,0.577,6,0.3,10,95,58,0.598695685818837,0.118290530118204,0.126320286794247,1797153086.99819,2557464941.13476,2448074166.61566,6.34333106732148e-05,0.000221746890774756,0.000209087920165204,-1,10,-12,37.3537173386664,18.7317853774738,14.0356002523808,3789.61206814282,36.7351619422291,275247776.946046,3.28974284709307,0.004398822480224,266.4,45.2904064765703,206241300,8.16342001337381e-05,0.00110701491848018,45.29647,2.99292950161288e-08,2.34809057817897e-05,0.902514372614674,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
1,12,0.703,0.177,9,0.795,0.766,8,0.3,17,80,53,0.697815025263308,0.156266570580047,0.164136061502351,1286323643.35087,6510992693.52261,6358760832.19281,8.22759079284972e-05,0.00029579738300903,0.000284998027131505,14,-15,-12,39.9923597783232,17.8312158197915,11.5697856885424,3123.84213590645,39.2248952575794,442734788.666004,3.39718044854847,0.00436098498163901,266.4,45.6205763927544,287268500,0.000137939989043321,0.00127367822352798,46.26016,1.5963099510907e-08,2.01682410024745e-05,0.902685073139619,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.982,7,1.4,0.192,54,0.3,0.59,6,0.3,9,59,35,0.586584991768707,0.110799315559265,0.119205136084979,1670936460.76351,2143316772.56077,2053081298.60263,5.97078369361349e-05,0.00020299124718349,0.00019056181025309,15,-15,-15,35.4140953469438,16.4918352871896,12.626118154522,3409.05190172095,34.914211896873,218432484.083946,3.71429670328045,0.00497644918300068,278,45.162780375364,167231500,7.35827019451854e-05,0.00103864006036447,48.92589,8.07954377204104e-08,2.57535230091582e-05,0.902745574024723,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.989,4,1.12,0.15,38,0.3,0.51,3,0.3,5,71,54,0.580015846504894,0.101751711537877,0.110392080207303,2167616388.19269,2040426969.58764,1939918595.01324,3.38621124296636e-05,0.000114081038652956,0.000106730598980111,-7,11,-1,33.6494720211626,27.5076401321866,21.4051756861528,5779.39743526125,33.1956799847617,202774429.315876,2.56899202022895,0.00486700094096891,266.2,44.1353305477858,157789700,4.09531534474408e-05,0.0013365273179477,45.86393,3.42675834874925e-08,2.84296990111838e-05,0.902782232852808,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.985,4,1.71,0.15,17,0.699,0.52,8,0.3,26,74,7,0.701944562699209,0.148793123386802,0.156828042386973,2719383861.80168,6909213510.50535,6761101912.53099,0.000122654947031212,0.000461803708937648,0.000446590078131081,-14,6,-7,39.5984949936966,16.0471742946036,11.1022182434145,2997.59892572191,38.6932616010268,610103972.655892,3.12535597972455,0.00387460667904186,310.800000000001,44.4256759898537,422099700,0.000211218900756551,0.00113227859941548,49.5288,1.41985512242801e-08,1.87133730978334e-05,0.902407855278513,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.962,21,0.3,0.15,29,0.752,0.445,12,0.3,30,41,23,0.621939167417675,0.1533761684763,0.161663966291791,3107234896.4651,5255249155.21047,5076607292.41668,0.000176650086365571,0.000601083591117785,0.000573237331438215,15,15,-13,42.1483584976476,12.9116894301094,10.1510768433275,2740.79074769843,40.8641399981078,569808981.51664,3.30662970409449,0.0043614969525531,304.6,44.0889658746176,447979700,0.000245173605669927,0.00171772520694514,45.89245,1.13979642957494e-08,1.82590761454748e-05,0.902678816068299,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.988,5,1.33,0.155,21,0.727,0.469,8,0.3,27,74,11,0.68781604892855,0.143097991082505,0.151327028545783,3221473279.67323,5879473559.97077,5744059857.28593,0.000131857420909236,0.000501488112707565,0.000483816356533314,-15,15,-11,39.3324900427303,15.1572860709819,10.9272805680958,2950.36575338588,38.4522057936513,599326202.015251,3.17209473376821,0.00389179902067879,303.800000000001,44.2197929116655,432069800,0.000219669272955811,0.00111214109125231,50.33847,9.10119395546336e-09,1.86829284469414e-05,0.902392239168199,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.992,4,1.42,0.15,25,0.823,0.508,8,0.3,35,100,15,0.76353377820715,0.114177581093645,0.122129389579461,3145604246.1257,5612861332.91473,5549700878.20179,0.000141952606816331,0.000635191060222044,0.000619755275986484,1,-8,-7,34.4594199267847,14.1997431533018,10.1525780322016,2741.19606869443,33.9800081202765,725100657.033516,3.15277813999019,0.00348319370673477,293.500000000001,43.7584197935744,518434800,0.000283690834406595,0.00109035542186184,45.82907,1.13019837700134e-08,2.08446071654372e-05,0.902031369157176,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.995,4,1.45,0.188,11,0.653,0.567,7,0.3,24,98,30,0.733020027512807,0.164836336508732,0.172719171312241,2433555671.79648,7393017650.4806,7283604894.47007,0.000104974426949515,0.000371754129418253,0.000361864219843192,-5,-6,15,39.4279243420788,18.7001299851107,11.678502389177,3153.19564507779,38.5630223622509,655068533.785,2.88307197274019,0.00399993544469622,287,44.212790123083,409099800,0.00019461199654957,0.00125398673641883,46.85664,1.54321642618205e-08,1.89172414097521e-05,0.902489746941444,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.987,4,1.09,0.16,20,0.653,0.441,6,0.3,26,97,43,0.727628571865141,0.135421725647081,0.143733216991822,3877531062.88293,6012807903.63981,5915248892.68014,0.000114473816765628,0.000461306312193376,0.000448013660418664,-14,15,-15,37.1733252601639,18.2395658832871,13.1790155549665,3558.33419984096,36.4395218832172,693658078.871138,2.68080584899392,0.00408580646801841,274.8,43.4924752486361,501203300,0.000211280028175432,0.00122058451635618,47.67537,1.29510034723208e-08,1.93015319332451e-05,0.902266298413692,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.985,4,1.71,0.15,17,0.699,0.497,12,0.3,26,75,34,0.614566618405038,0.18123934038736,0.188412807707339,2479234348.04779,7175956613.75262,6969433037.84831,0.000154677387170388,0.000472054507521292,0.000453649535060097,-15,15,6,45.3713354140803,16.1497028732875,10.8723849523668,2935.54393713903,43.7251386351601,615873672.076835,3.21077093546083,0.00410967761002867,274.6,44.6910036672722,414621600,0.000211862746161494,0.00112735737735221,46.57252,1.41372875490796e-08,1.62429444549139e-05,0.902490950988769,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
0.993,7,1.03,0.158,12,0.87,0.545,9,0.3,31,84,63,0.725018221641956,0.157866908341314,0.165841905035769,2589067072.01227,8121956549.6363,7982937570.82681,0.000138187484648911,0.000507359313114798,0.000492994777918533,-4,2,-15,39.7493293188741,15.0831052797115,10.2321676798275,2762.68527355343,38.850633868595,682892763.072157,3.20632967737256,0.00395079508999678,264.8,44.2945992644475,463264900,0.000251529682607026,0.00119725535268284,50.20625,1.60251230608188e-08,1.83996739870823e-05,0.902471376434114,"Cascode_CS_Nin_1",22,1.8,1.795,0.01,0
