RESISTOR_0,MOSFET_10_1_L_gm2_PMOS,MOSFET_10_1_M_gm2_PMOS,MOSFET_10_1_W_gm2_PMOS,MOSFET_23_1_L_gm3_NMOS,MOSFET_23_1_M_gm3_NMOS,MOSFET_23_1_W_gm3_NMOS,MOSFET_8_2_L_gm1_PMOS,MOSFET_8_2_M_gm1_PMOS,MOSFET_8_2_W_gm1_PMOS,MOSFET_0_8_L_BIASCM_PMOS,MOSFET_0_8_M_BIASCM_PMOS,MOSFET_0_8_W_BIASCM_PMOS,MOSFET_17_7_L_BIASCM_NMOS,MOSFET_17_7_M_BIASCM_NMOS,MOSFET_17_7_W_BIASCM_NMOS,MOSFET_21_2_L_LOAD2_NMOS,MOSFET_21_2_M_LOAD2_NMOS,MOSFET_21_2_W_LOAD2_NMOS,CAPACITOR_0,CAPACITOR_1,CURRENT_0_BIAS,gen,index,av0,av10,av17,av21,av23,av8,ft0,ft10,ft17,ft21,ft23,ft8,gm0,gm10,gm17,gm21,gm23,gm8,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
0.28,0.84,12,0.93,0.85,21,0.98,0.85,30,1,0.85,1,0.8414691,0.64,30,0.99,0.85,30,0.99,26.98573,18.18449,6.27553,11,28,208.6084,451.5863,166.9832,577.1356,63.46022,545.0076,517412500,410469700,65229700,215595200,1129504000,81906930,2.240748e-05,0.0001483836,0.0008142672,0.0002159152,0.001499464,8.12927e-05,35.6054286270348,16.0102025159847,103.95004325354,13.7931555432533,28.753452626373,71638.0410490962,222.393581224549,0.40143456680864,245.5,107.218898962799,465127,0.000276205206955495,9.86743726091282e-05,73.1317,0.00013500000075,1.16694687467153e-05,0.00142553276704283,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.28,0.6,1,0.99,0.76,19,0.92,0.85,30,1,0.85,30,1,0.32,30,0.99,0.85,30,1,26.54149,18.55863,2.560165,13,63,240.334,303.0447,53.31643,350.0844,113.635,756.1578,81735000,1264058000,84628920,155699600,1581760000,104646000,0.00877471,6.331127e-05,0.006749628,0.003925847,0.0008373903,9.926453e-05,66.9597365683325,22.1116871398401,122.426883889851,0.596691840569109,59.469824319613,40735.1062955681,222.49008400376,0.0642035731111852,462.5,126.896404072027,225540.1,0.000113718718901542,0.000124144228107633,60.05051,2.68758020888568e-06,1.3183184301738e-05,0.00155511523119056,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.54,0.6,3,0.75,0.85,16,1,0.85,6,1,0.85,30,1,0.85,30,1,0.85,30,1,26.98573,27.69296,3.09087,10,20,336.784,306.5908,16.57953,684.1275,85.02892,456.9208,74711160,1175269000,33056720,139098500,1158279000,298633100,0.001831621,7.18824e-05,0.01006314,0.003923669,0.001055078,5.002861e-05,47.7756910116961,50.5133538473454,88.7223683108424,1.15421093033957,47.6241278423929,112229.056317014,244.962126480809,0.0247143995420953,-1.42525349999999,129.107976459602,197120.7,0.00013714629891093,0.00012990491917534,66.63674,2.39416754095454e-06,1.00369377603024e-05,0.0009891782175524,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.28,0.4514735,3,0.6895579,0.8386947,28,0.962989,0.85,30,0.9959251,0.85,1,0.8814735,0.6,1,0.1,0.85,1,0.99,26.98573,24.78188,2.862185,16,53,114.7546,129.242,74.40173,549.4522,272.9683,517.7616,402792100,1087890000,1050736000,973229300,305463700,162688000,2.312859e-05,9.607124e-05,1.158288e-05,1.243786e-05,0.001081012,0.0001004289,42.858804592162,28.7682384153287,139.361035069953,0.239494873059089,32.6565356399419,58867.1692828345,237.610531641231,0.155596502689416,551,135.094388442947,285168.3,0.000126312074767854,0.000121388151552912,59.753,3.05611584299435e-06,1.8265010411106e-06,0.000653071441261532,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.28,0.3581148,2,0.84,0.85,30,1,0.85,30,0.98,0.85,1,0.8637569,0.84,1,0.1,0.85,30,1,20.38189,26.52919,2.806986,15,54,476.1792,280.8479,25.61751,375.9079,367.7696,294.6661,403692500,2200652000,948569800,151694800,259135800,205012600,2.29643e-05,6.3212e-05,7.280422e-06,3.323171e-05,0.0009789702,7.843785e-05,38.282990359695,41.4857601896686,178.839809427372,0.81391087242081,27.7156643898083,83203.6732021756,226.320810576014,0.439175439272791,507,133.262983030441,358680.4,0.000123802220003429,0.000106578962977201,51.57378,4.30000219233661e-05,2.62168912441102e-06,0.00112691434051493,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.54,0.56,3,0.9794909,0.6474346,21,0.99,0.85,30,0.9027505,0.85,30,0.9321573,0.85,4,1,0.85,30,0.9035403,13.01837,18.18449,3.088764,16,55,170.7388,344.5658,84.60968,463.9845,172.7985,568.6099,180291500,1357971000,49551850,191130600,1649587000,104739300,6.125866e-05,8.989135e-05,8.140739e-05,7.378548e-05,0.001283019,7.941763e-05,72.6194326989523,43.0473482840995,250.017438562237,0.0235939878425459,70.9924608805238,95661.5129644422,185.212853684743,0.05124435503767,538.5,133.917420732859,555598.6,0.000137175270948173,0.000132744001863907,51.69324,1.13063129400268e-06,4.01647982376852e-06,0.00045846892976531,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.62,0.85,2,0.99,0.85,22,0.96,0.85,6,0.96,0.85,30,1,0.85,30,1,0.85,30,1,19.29842,17.51227,3.477685,12,27,733.0325,404.4981,16.58277,385.314,230.182,601.3902,97182150,1292461000,39636260,185569600,1603345000,396389700,0.004812699,7.470116e-05,0.02002611,0.0006614469,0.0020691,5.021791e-05,42.2969046401603,65.4099632024582,117.708902730403,3.17895067945991,42.3140753319991,163573.054974566,201.377427756936,0.0257720500481588,480,127.431425532999,294358.9,0.000154366424693912,0.000139182496291728,64.60564,1.5424777157353e-06,1.17178750542277e-05,0.00142539753056681,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.62,0.7492399,3,0.82,0.6,30,0.99,0.7772154,11,0.92,0.85,30,1,0.85,30,1,0.85,30,1,16.16897,22.37923,3.477685,12,15,552.2325,365.9959,16.58279,538.9341,223.2323,614.2425,113324500,1283467000,48759950,208548900,1306548000,342972000,0.002204518,8.886909e-05,0.007734251,0.0004940853,0.001297531,6.831787e-05,53.8878142086759,82.585473806558,153.274639471306,0.477669684219631,53.7733585091266,206616.86810528,206.036365163653,0.0262016061474689,570,130.334334334893,383470.9,0.000154435484510194,0.000123346411666265,54.97018,1.43280821389557e-06,9.02792609332376e-06,0.000981353337324464,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.7270243,0.85,4,0.9553266,0.85,30,1,0.85,30,1,0.85,30,0.9357569,0.85,1,0.3057265,0.85,1,0.5103705,12.96868,18.69812,2.876459,19,58,556.6651,341.9566,16.75837,549.806,353.5591,475.1084,66794830,823799800,687517500,1739517000,1155366000,30418190,0.00048631,8.471902e-05,2.645967e-05,0.00292062,0.001267782,5.612911e-05,74.0713035701257,62.2859085566564,260.449799467496,0.0228493094255425,62.4599256820497,128849.017557814,186.445996315461,0.0555214496854923,506.5,138.616555336063,538784.8,0.000127695705873657,0.000132495907443247,47.48664,1.23160407939287e-06,3.7108843306416e-06,0.000439458298378881,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.8039497,0.6390276,3,1,0.76,20,0.9836006,0.85,30,0.9827627,0.85,30,1,0.52,10,1,0.85,1,0.3109953,12.50574,15.86333,3.265249,15,50,515.3026,327.0408,66.18057,433.797,170.5778,602.3233,29090030,1204096000,45624170,1383208000,1592800000,29282650,0.01095497,8.172495e-05,0.008420579,0.004672857,0.0008738542,6.525604e-05,69.5863999673119,107.383352698759,253.211451218155,0.0738737746123837,62.6398377951185,252346.506364831,176.651788499664,0.0549357935712933,522.5,134.546109060577,595036.6,0.000145059214914188,0.000136560807688165,50.63181,1.04110041730479e-06,5.66237157003102e-06,0.000698947618787915,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.5762098,0.7003757,4,0.9246105,0.64,16,0.9710458,0.85,11,0.9423591,0.85,30,0.9507684,0.85,4,1,0.85,1,0.89,12.50574,11.89347,4.318164,15,32,662.3751,381.42,16.63514,345.9237,136.1297,404.4947,47644950,1044670000,64599970,1805227000,1865487000,115042200,6.81329e-05,0.0001027915,7.589057e-05,6.057506e-05,0.0009735592,7.412721e-05,52.2054116927108,112.397077658269,221.193066751265,0.212157970010125,51.6714506353054,349267.183461205,163.777429506226,0.0238880717132311,612.5,133.001117781248,687344.2,0.000191817288598378,0.000158338486895872,64.58422,6.91759309954685e-07,4.48495278470934e-06,0.000664840251813681,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
1.011593,0.1146345,1,0.9064037,0.85,28,0.963376,0.85,29,0.9465632,0.85,30,0.9781104,0.84,1,0.1,0.85,24,0.9668394,13.33428,19.23231,2.516902,25,8,627.2598,57.25654,68.10261,95.56399,317.9993,871.9221,125639000,5709123000,853657500,339177200,951030000,163626800,0.0002282131,0.000147927,6.861809e-06,0.004725847,0.001959577,0.0001079838,88.309689315754,122.208034950639,293.175978291014,0.00164571097842665,69.5550019595155,220819.501121029,189.154280585492,0.0250840540821192,654.5,140.500314952236,529744,0.000111537947631989,0.000128460269110426,57.93614,1.27456000307098e-06,1.97124097433055e-06,0.000126340744062203,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
0.50534,0.04,1,0.8782044,0.85,30,0.9716847,0.85,30,1,0.85,12,1,0.6744352,7,0.1,0.85,7,0.2822273,12.50574,9.289354,3.141417,23,35,394.6143,18.85781,16.67068,449.0375,232.4605,577.0379,108921100,11215910000,655835400,488079800,795614200,132248900,0.003845406,0.0001254784,2.772074e-05,0.002397186,0.001601043,8.749199e-05,75.5037985342745,117.823951563458,297.915680130967,0.170837581593484,56.4704188342209,266337.84100818,154.600971508513,0.0219499602718372,583,138.463214287157,673430.3,0.000139535359759056,0.000133148716963382,70.11949,8.95359679747314e-07,2.13315085896829e-05,0.00049316851022263,"Leung_NMCNR_Pin_3",22,0.9,0.3,50,0
