MOSFET_0_1_L_BIASCM0_PMOS,MOSFET_0_1_M_BIASCM0_PMOS,MOSFET_0_1_W_BIASCM0_PMOS,MOSFET_2_2_L_LOAD2_PMOS,MOSFET_2_2_M_LOAD2_PMOS,MOSFET_2_2_W_LOAD2_PMOS,MOSFET_3_2_L_gm1_PMOS,MOSFET_3_2_M_gm1_PMOS,MOSFET_3_2_W_gm1_PMOS,MOSFET_5_2_L_LOAD1_NMOS,MOSFET_5_2_M_LOAD1_NMOS,MOSFET_5_2_W_LOAD1_NMOS,MOSFET_7_1_L_gm2_NMOS,MOSFET_7_1_M_gm2_NMOS,MOSFET_7_1_W_gm2_NMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS2,VDS3,VDS5,VDS7,ft0,ft2,ft3,ft5,ft7,gm0,gm2,gm3,gm5,gm7,gmid_offset0,gmid_offset2,gmid_offset3,gmid_offset5,gmid_offset7,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
2,1,4,10,20,2,2,20,5,2,1,2,2,6,5,18,28,6,0.732214125505935,0.942147859553409,0.120398392836491,0.762870061144409,0.778173622106016,421513020.701731,19689650.9859769,104255620.783417,983404541.461667,1041339302.17247,4.48201649284508e-05,9.39724938319868e-05,0.000221733350083846,5.63992010398393e-05,0.000143426977925477,8,-15,15,2,15,92.1696891242717,28.3977457185905,10.6881858308152,721.452543580026,51.6470459915877,224564979.778236,35.7211421989835,0.00713659796721193,380.700000000002,58.1902754879476,84520520,0.000175729895373135,0.000323094196481749,46.66791,1.181209544419e-08,3.77826801897019e-06,0.00361994139113708,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,9,10,20,2,2,20,5,2,1,2,2,6,5,18,21,4,0.476673314187908,0.952991124092199,0.122267829741653,0.770026141544142,0.785277813988185,292880962.994853,19876057.5036949,105433140.23989,992435647.689934,1050896852.78278,6.94430680716751e-05,9.49063074610886e-05,0.000224769359664142,5.69584312595157e-05,0.00014486598724331,15,-15,15,10,15,92.4275003392896,28.1932795095055,10.570243029539,713.49140449388,51.7398084287388,225964393.247419,35.8608421540822,0.00751597499327842,378.900000000002,58.1637039720225,84718720,0.000178107373402969,0.000332807753950982,46.2479,1.20779448737091e-08,3.66681598746421e-06,0.00360384498782995,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,7,10,20,2,2,20,5,2,1,2,2,6,5,18,24,7,0.543698260396543,0.949419134572856,0.121652759238433,0.767668858015127,0.782937624132258,329442695.975347,19814732.5422948,105045644.079279,989464642.862859,1047753145.35297,6.09232845158935e-05,9.45990603152479e-05,0.000223769845069074,5.67744932824833e-05,0.000144392753351522,3,-15,15,10,15,92.3392478825355,28.2767213166534,10.6106518753543,716.219001586413,51.7090895142598,225698571.533872,35.8050275799363,0.00739960799973133,373.300000000002,58.1725308729549,84691890,0.000177372891138902,0.000329755560196435,46.40381,1.19379251708401e-08,3.70862747245182e-06,0.00360887048312319,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,5,10,20,2,2,20,5,2,1,2,2,6,5,18,25,3,0.649625916493468,0.944973512881095,0.120886215460411,0.764734933824184,0.780024974114288,382969308.209236,19738297.6296684,104562823.46644,985761472.693078,1043834046.13529,5.0774385862874e-05,9.42161599867029e-05,0.000222525036209562,5.65451789690033e-05,0.000143802673065377,4,-15,15,7,15,92.2340319633728,28.3590251672443,10.6589383114668,719.47833602401,51.6710844008808,225103798.780764,35.749125863439,0.00731606858312183,370.900000000002,58.1834046877524,84606840,0.000176392051915466,0.000325708513394907,46.57491,1.18079139456751e-08,3.75777321570458e-06,0.00361550472786698,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,7,10,11,2,2,15,8,2,1,3,2,1,6,21,41,9,0.907885410096884,1.64196177272997,0.411930095970949,0.763270556511789,0.768047324360404,361713774.812547,25517320.290398,100344911.044834,1110868954.32137,1205663551.34018,6.33868740170575e-05,6.45742109481445e-05,0.000263884945436282,9.02482721854321e-05,0.000191112725391114,0,-15,-5,-4,-1,97.1200424142803,8136.8662175513,10.29160843215,694.683569170125,54.0865912248229,64621952477.5273,30.9515750810843,0.00669475635231561,359.900000000001,58.0086644758629,81734640,0.000176486051262824,0.000296656335384229,47.67624,1.13583851536881e-08,1.71086032361378e-06,0.00301081888949994,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,9,10,20,2,2,20,5,2,1,2,2,6,5,18,25,12,0.476673314187908,0.952991124092199,0.122267829741653,0.770026141544142,0.785277813988185,292880962.994853,19876057.5036949,105433140.23989,992435647.689934,1050896852.78278,6.94430680716751e-05,9.49063074610886e-05,0.000224769359664142,5.69584312595157e-05,0.00014486598724331,15,-15,15,10,15,92.4275003392896,28.193279513802,10.570243029539,713.49140449388,51.7398084287388,225964393.281855,35.8608421540822,0.00752814356129781,356.300000000001,58.1637039720225,84718720,0.000178107373402969,0.000332807753950982,46.2479,1.20779448692321e-08,3.66681598746421e-06,0.00360384498782995,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
4,1,5,10,20,2,2,18,10,2,11,3,2,6,6,50,18,14,1.76090318236855,1.45578585926683,0.156670507976929,1.01491295393186,1.02702910898206,196676310.749828,27817353.6961351,128947383.622576,1273439002.64968,1352130702.11451,5.04054431796842e-05,0.000134953130207991,0.000514824349868251,0.000109871503276705,0.000227696699873943,11,8,15,9,4,89.022683272374,4363.61973398204,5.72091074592005,386.161475349603,56.6220987796519,75945261144.8672,41.7612260356422,0.0080463372134199,352.100000000001,58.0957061605821,99567810,0.000386759748275738,0.000222485515421855,49.23906,8.19580974305407e-09,2.23463561929593e-06,0.00253925564433288,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,8,10,20,2,2,20,5,2,1,2,2,6,5,18,29,14,0.506932547047576,0.951283287896781,0.121973845287488,0.768899088089496,0.784158933265167,309660478.34873,19846746.7804397,105247919.962839,991015646.838328,1049394367.83207,6.5349617096275e-05,9.47594519569727e-05,0.000224291547221484,5.68705217009794e-05,0.000144639823508524,15,-15,15,9,15,92.3849245839186,28.2349643691065,10.5897046048701,714.805060828729,51.7251221546105,225859699.726887,35.8329457343378,0.0074040420679027,349.700000000001,58.1679308494479,84710130,0.000177762024869667,0.00033137745942851,46.32423,1.20674209440081e-08,3.68712692552897e-06,0.00360621426952701,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,2,10,20,2,2,14,10,2,11,3,2,20,6,34,21,20,1.51633191728519,1.20493506038464,0.144925220051384,0.865432366718308,0.878526198077959,724051907.635024,24015979.3498949,122041087.386283,1094746998.40342,1173465205.50655,3.91080675122628e-05,0.000115723286836079,0.000373878994392255,9.35752349347157e-05,0.000195614349962111,11,15,15,3,15,91.1186354311674,2771.68569806828,7.68052816116899,518.435650878907,53.6192120022936,33882635469.1367,41.6653333119993,0.00774241084368703,339.100000000001,57.9418703198732,93891070,0.000271656867657999,0.000256985642048187,50.1862,8.73857518658196e-09,2.40829820989497e-06,0.00317482293142213,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
2,1,7,10,11,2,2,15,8,2,1,3,2,4,6,21,44,20,0.907885410096884,1.64196177272997,0.411930095970949,0.763270556511789,0.768047324360404,361713774.812547,25517320.290398,100344911.044834,1110868954.32137,1205663551.34018,6.33868740170575e-05,6.45742109481445e-05,0.000263884945436282,9.02482721854321e-05,0.000191112725391114,0,-15,-5,-15,-1,97.1200424142803,8136.86645014611,10.29160843215,694.683569170125,54.0865912248229,64621954324.7656,31.5277655408689,0.00669329093191391,338.700000000001,58.0086644758629,81734640,0.000176486051262824,0.000296656335384229,47.67624,1.13583848979331e-08,1.71086032361378e-06,0.00301081888949994,"PseudoTwoSt_Null_Pin_1",180,5,2,0.1,0
