MOSFET_0_1_L_BIASCM_NMOS,MOSFET_0_1_M_BIASCM_NMOS,MOSFET_0_1_W_BIASCM_NMOS,MOSFET_10_1_L_gm1_PMOS,MOSFET_10_1_M_gm1_PMOS,MOSFET_10_1_W_gm1_PMOS,MOSFET_12_1_L_gm2_NMOS,MOSFET_12_1_M_gm2_NMOS,MOSFET_12_1_W_gm2_NMOS,MOSFET_13_1_L_BIASCM_NMOS,MOSFET_13_1_M_BIASCM_NMOS,MOSFET_13_1_W_BIASCM_NMOS,MOSFET_14_1_L_BIASCM_PMOS,MOSFET_14_1_M_BIASCM_PMOS,MOSFET_14_1_W_BIASCM_PMOS,MOSFET_15_1_L_BIASCM_PMOS,MOSFET_15_1_M_BIASCM_PMOS,MOSFET_15_1_W_BIASCM_PMOS,MOSFET_18_1_L_BIASCM_PMOS,MOSFET_18_1_M_BIASCM_PMOS,MOSFET_18_1_W_BIASCM_PMOS,MOSFET_21_1_L_BIASCM_NMOS,MOSFET_21_1_M_BIASCM_NMOS,MOSFET_21_1_W_BIASCM_NMOS,MOSFET_22_1_L_BIASCM_PMOS,MOSFET_22_1_M_BIASCM_PMOS,MOSFET_22_1_W_BIASCM_PMOS,MOSFET_28_1_L_gm3_PMOS,MOSFET_28_1_M_gm3_PMOS,MOSFET_28_1_W_gm3_PMOS,MOSFET_29_1_L_gm3_NMOS,MOSFET_29_1_M_gm3_NMOS,MOSFET_29_1_W_gm3_NMOS,MOSFET_4_1_L_LOAD_NMOS,MOSFET_4_1_M_LOAD_NMOS,MOSFET_4_1_W_LOAD_NMOS,MOSFET_6_1_L_BIASCM_PMOS,MOSFET_6_1_M_BIASCM_NMOS,MOSFET_6_1_M_BIASCM_PMOS,RESISTOR_0,RESISTOR_1,MOSFET_6_1_W_BIASCM_PMOS,CURRENT_0_BIAS,gen,index,VDS0,VDS10,VDS12,VDS13,VDS14,VDS15,VDS18,VDS21,VDS22,VDS28,VDS29,VDS4,VDS6,ft0,ft10,ft12,ft13,ft14,ft15,ft18,ft21,ft22,ft28,ft29,ft4,ft6,gm0,gm10,gm12,gm13,gm14,gm15,gm18,gm21,gm22,gm28,gm29,gm4,gm6,gmid_offset0,gmid_offset10,gmid_offset12,gmid_offset13,gmid_offset14,gmid_offset15,gmid_offset18,gmid_offset21,gmid_offset22,gmid_offset28,gmid_offset29,gmid_offset4,gmid_offset6,CMRR,FOML,FOMS,FOM_AW,PSRR,SR,chip_area,d_settle,fitness,gain,gbw,ivdd_27,noise,pm,settlingTime,tc,vos,Topo,Tech_nodes,VDD,VCM,CL,RUN
4.91,18,0.22,13.2,4,3.47,7.27,17,0.22,1.28,1,2.09,12.1,20,0.22,1.7,9,4.81,19.6,1,5,14.8,4,5,2.66,1,1.62,1.84,8,4.73,0.18,19,4.82,1.7,16,5,12.9,8,1,15,79,3.17,4.71,55,42,1.05993688487707,1.05993688487707,0.352257940556882,0.41186807838552,0.499816896207826,0.88372154666265,0.400551960286989,0.97639145983264,1.31199337221265,1.46746453012892,0.429372804626596,0.499816896207826,1.31199337221265,3888743.35794995,3888743.35794995,6979802.18221565,114554586.941162,1681924.0858932,303814.662065123,30.8976766465265,53804.6915473793,65017949.0737648,254026215.394951,11330386754.7182,1681924.0858932,5077691.67709361,3.02084317497574e-05,3.02084317497574e-05,6.28591294621477e-06,8.11134896544394e-06,3.61262465885812e-06,1.19820470726066e-06,2.58693744586405e-11,8.8384789936703e-07,1.3517948231285e-05,0.000781735069882806,0.0082199201011878,3.61262465885812e-06,8.83999739512233e-06,-5,-15,-14,3,15,15,-15,-15,12,-1,-15,-1,15,73.6682234345081,1.46392319948832,0.756692455076739,19.2956576044568,74.0781531834566,14082433.4965195,42.1535384042668,0.0192266672337213,311.5,124.276469760613,7279119,0.000565861953182567,0.000866843203024821,53.69437,1.47426450740427e-07,1.46998285305511e-06,0.000116625197660314,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,1
2.14,2,4.18,8.42,4,3.63,2.33,1,3.37,0.18,3,1.18,3.25,4,5,9.35,1,4.92,1.23,14,0.441,0.59,1,0.9,8.78,18,1.95,1.15,20,2.17,0.421,19,3.87,0.518,3,4.66,2.35,16,20,80,25,1.09,6.14,31,45,0.933857367224171,0.933857367224171,0.452389963019526,0.466329769848222,0.491510436538608,0.808744661006439,0.358999995152071,0.638329220416193,0.597629661021166,1.1768708833926,0.577371649740404,0.491510436538608,0.597629661021166,8272569.33123856,8272569.33123856,66850448.9545922,1230632969.01748,9421431.97931006,3297874.86156073,730.870724341054,552655259.701615,2673491.85127309,539227731.543019,4180637419.24398,9421431.97931006,34232083.2562501,4.20584526339574e-05,4.20584526339574e-05,1.72126252420136e-05,2.69501292731705e-05,1.76568179946801e-05,6.34687098441199e-06,6.81255372638154e-11,1.19998056703508e-05,3.02954514885078e-05,0.0011997022755536,0.00551146921502598,1.76568179946801e-05,6.57843679404827e-05,-10,1,-10,-1,-15,11,-15,4,15,-9,11,-3,-14,78.157944161136,7.05583823936205,4.00262642310128,102.066973789083,80.9652184004375,61447385.197414,44.8188675671307,0.0183417674092982,-64.4907879,112.838777910199,34857790,0.000512278194002776,0.00116710582119188,49.00151,5.5852078307744e-08,2.71137208296579e-06,0.000114718912181511,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,5,1.64,2.57,15,2.4,7.49,17,1.07,6.34,15,3.39,0.18,9,1.32,0.18,2,4.07,1.25,15,0.22,7.83,1,0.45,7.93,7,2.5,7.45,12,1.9,7.29,9,2.83,10,14,1.21,7.2,6,20,57,49,3.71,9.75,22,24,0.491589203874324,0.491589203874324,0.579774711856193,0.604917380693023,0.400749776039065,0.704636823954204,0.856300578855075,1.34515451713345,0.53282521934118,0.683291801516412,0.494328441607053,0.400749776039065,0.53282521934118,26505355.6526585,26505355.6526585,17151493.4810775,13631027.8264056,2257093967.30714,779384455.409719,249570232.636771,47901918.9989176,1102701.67174193,6470866.29059173,12450994.5052187,2257093967.30714,4089314.68107723,8.90357746229051e-05,8.90357746229051e-05,9.37125143411917e-05,0.000147380954030392,0.000212591537915068,6.27065139033758e-05,4.680509295249e-05,7.51506469354666e-06,6.96847912944547e-06,4.52115581317939e-05,8.62823065646851e-05,0.000212591537915068,8.28135649986951e-05,-15,-15,-15,3,4,-8,5,3,-15,-10,-12,-3,5,98.3374757692169,2.74742358500704,9.8973508770295,252.382447364252,78.9323608157985,3820429.51579585,70.859632372741,1.03450519795404,-88.6769434177008,114.391530887484,13762760,8.17970513226906e-05,0.000193172554796752,106.0366,1.03450519795404,2.0947511410897e-05,0.00106475676764317,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,5,1.64,2.57,15,2.4,7.49,17,1.07,6.34,15,3.39,0.18,9,1.32,0.18,2,4.07,1.25,15,0.22,7.83,1,0.45,7.93,7,2.5,7.45,12,1.9,7.33,9,2.83,10,14,1.21,7.2,6,20,57,49,3.71,9.75,25,58,0.491589045356331,0.491589045356331,0.579775385403333,0.604917729716113,0.40075006563327,0.704636641539515,0.856377886005808,1.34471768105159,0.53282521934118,0.683214494365679,0.494765277688912,0.40075006563327,0.53282521934118,26505338.3581348,26505338.3581348,17151536.9893906,13631065.7156407,2257103202.89993,779389833.284629,249624853.326048,47882303.9389794,1102701.67174193,6469531.04389444,12349067.5912597,2257103202.89993,4089314.68107723,8.90356912160492e-05,8.90356912160492e-05,9.37127922964275e-05,0.000147381482534041,0.000212592485588135,6.27069318851172e-05,4.68166845788651e-05,7.51180191084501e-06,6.96847912944547e-06,4.5201270959409e-05,8.60865170998686e-05,0.000212592485588135,8.28135649986951e-05,-15,-15,-15,-5,4,-8,5,3,-15,-10,-12,-3,5,98.3370454124989,2.74248748495848,9.88687027315677,252.115191965498,78.9355107026173,3813383.60193263,70.8668208684431,1.03852229019437,-89.0621887994906,114.404956154801,13747530,8.17931471691007e-05,0.000193083271753087,105.9923,1.03852229019437,2.09447815795955e-05,0.00106456427026713,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,5,1.64,2.57,15,2.4,7.49,17,1.07,6.34,15,3.39,0.18,17,1.32,0.18,2,4.07,1.25,15,0.22,7.83,1,0.45,7.93,6,2.88,7.45,12,1.69,7.29,9,2.75,10,14,1.21,7.2,6,20,57,49,3.71,9.75,21,21,0.491988312631217,0.491988312631217,0.57807698055075,0.603995203165981,0.366510424759741,0.735798859021547,0.857683904303389,1.35254398676124,0.53282521934118,0.681908476068098,0.485841274623046,0.366510424759741,0.53282521934118,26548903.5599497,26548903.5599497,17041838.4424323,13539174.9734431,1320990260.19725,614299822.904834,250803131.991054,48497760.2063012,1124055.85706627,6474073.78663675,11872000.2716233,1320990260.19725,4089314.68107723,8.92458135682565e-05,8.92458135682565e-05,9.30119794227422e-05,0.000146055485461216,0.000225915783876395,5.07473216080562e-05,4.70478543713763e-05,7.60355465491722e-06,6.99313983877214e-06,4.02175489180521e-05,7.9118517309818e-05,0.000225915783876395,8.28135649986951e-05,-15,-15,-15,3,4,-8,-7,3,-15,-10,-14,-3,5,98.4696669215469,2.36160106946756,9.91064614383938,252.721476667904,77.0525959789773,3245731.59532905,70.6910241827065,1.04158290860135,-89.4675971336122,114.239685677998,13620970,8.08457408107366e-05,0.000190560929367303,105.0726,1.04158290860135,2.61683024544512e-05,0.0015687974374945,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,5,1.64,2.57,15,2.4,7.49,17,1.07,6.34,15,3.39,0.18,17,1.32,0.18,2,4.07,1.25,15,0.22,7.83,1,0.45,7.93,6,2.88,7.45,12,1.69,7.23,9,2.75,10,14,1.21,7.2,6,20,57,49,3.71,9.75,23,40,0.491988553037388,0.491988553037388,0.5780759567337,0.603994671839967,0.366510014613299,0.735799143544715,0.857570810226833,1.35317977118972,0.53282521934118,0.682021570144654,0.485205490194571,0.366510014613299,0.53282521934118,26548929.7941085,26548929.7941085,17041772.3010487,13539117.3799427,1320981230.23038,614293573.331271,250723257.920548,48526168.4239072,1124055.85706627,6476033.03497771,12019757.9294452,1320981230.23038,4089314.68107723,8.92459401115845e-05,8.92459401115845e-05,9.30115569436496e-05,0.000146054683172347,0.000225914138132006,5.07468175486352e-05,4.70308899678025e-05,7.60828085643821e-06,6.99313983877214e-06,4.02309785921492e-05,7.93836830395579e-05,0.000225914138132006,8.28135649986951e-05,-15,-15,-15,3,4,-8,-7,3,-15,-10,-14,-3,5,98.4703223971763,2.36610548147417,9.92636312304007,253.122259637522,77.0475245404449,3252127.09921723,70.6805199471538,1.04549018329573,-89.8005800364656,114.218586408905,13643430,8.0850830856625e-05,0.000190678893021539,105.1589,1.04549018329573,2.61725612577296e-05,0.00156909011244843,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
8.48,9,1.64,2.57,15,2.2,7.49,20,1.07,6.34,15,3.39,0.18,7,1.32,0.18,2,4.07,1.25,15,0.22,7.83,1,0.22,7.93,6,2.88,7.45,12,1.69,7.29,9,2.75,10,14,1.21,7.2,6,20,57,49,3.71,9.75,24,51,0.499570994399776,0.499570994399776,0.581229609394434,0.604532931629695,0.424987005922439,0.687006467412542,0.91042888579149,1.40411576768395,0.5329295437022,0.630224519728351,0.459142469518135,0.424987005922439,0.5329295437022,27494634.8692956,27494634.8692956,17215228.4867385,14875278.8424895,3108850140.36896,1082963974.40236,292256578.20234,50465159.803389,656677.103240393,5579439.79140754,10093626.321207,3108850140.36896,4091009.99914847,8.58821335248828e-05,8.58821335248828e-05,0.000110845377133659,0.000165600522887146,0.000234819945258344,8.51864679353188e-05,5.54676747072372e-05,3.99306986210746e-06,4.24871768904554e-06,3.40508529941645e-05,6.48091443272328e-05,0.000234819945258344,8.28571331591623e-05,-15,-15,-8,3,4,-8,-7,3,-15,-10,-14,-2,5,95.4194760978189,2.50320827715125,9.29867869012925,237.116306598296,78.9029147544686,3514363.12294661,71.2391023244959,1.04021643796649,-89.9032271832555,114.387636824483,13054820,8.25849148923136e-05,0.000187832560940091,106.1638,1.04021643796649,1.70725572580749e-05,0.000707586710800179,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,12,0.225,2.57,15,1,7.49,17,1.07,7.88,15,3.39,0.18,20,0.545,0.18,2,4.25,1.25,9,1.51,7.83,1,0.45,7.93,6,2.88,7.45,14,1.71,7.29,9,1.61,10,14,2.19,7.2,6,20,53,60,3.71,9.75,19,12,0.586083799719505,0.586083799719505,0.506954228888922,0.599692916900015,0.357156557147539,0.699819719708522,0.611054740212957,1.32053696971453,0.532626820056549,0.614386639197941,0.517767784234107,0.357156557147539,0.532626820056549,39669239.5789394,39669239.5789394,12463899.7887899,7092788.09034137,1435533489.29596,372583623.705893,76462331.6244575,50445770.8925366,1125762.98271249,5303870.23561707,13932957.8932216,1435533489.29596,4086091.49560096,6.24934065839517e-05,6.24934065839517e-05,6.39516569281134e-05,8.78033843638922e-05,0.000118446441911354,3.15458016119861e-05,4.10931685990125e-05,7.77977296119549e-06,7.00034658286005e-06,3.79355498725946e-05,5.61088578757127e-05,0.000118446441911354,8.27307246339195e-05,-4,-14,-13,4,4,-4,-8,7,-15,-11,-15,-3,5,96.7706035026833,10.2541799962104,9.46459586146839,241.347194467444,80.593769278806,11842908.1006092,71.5342687108773,1.0684032990556,-94.5166816520557,114.472675731066,10930990,6.79373341636742e-05,0.000269968660007025,112.3801,1.0684032990556,2.16848551055016e-05,0.00128230219377912,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,5,0.225,2.57,15,1,7.49,17,1.07,7.65,15,3.66,1.91,10,2.87,0.18,2,4.25,1.25,9,2.16,8.1,1,0.45,7.93,6,2.88,7.45,12,1.9,7.29,9,1.31,7.62,14,1.21,7.2,6,20,52,50,4.43,9.75,13,2,0.584557606030024,0.584557606030024,0.552107966818418,0.670928452511221,0.497734592223701,0.573297568350972,0.611216419965034,1.35325483557942,0.512576213300423,0.535237305264368,0.478199792042269,0.497734592223701,0.512576213300423,39403520.520536,39403520.520536,15447075.1856374,9057678.533317,47491734.6774734,1918888754.05741,85262131.8619729,50947205.7055421,1277450.27610429,3979978.73867675,11147814.8750023,47491734.6774734,3754251.66670559,6.204606927408e-05,6.204606927408e-05,8.26201179904731e-05,0.00012262853619119,9.61489208979552e-05,0.000132737854336163,6.79878174298065e-05,8.05842160775948e-06,7.54148564049259e-06,2.55940815938613e-05,3.47554006770654e-05,9.61489208979552e-05,8.86207388059537e-05,-4,-14,-13,3,4,4,-7,3,-15,-7,-14,-3,3,108.761189468113,8.11883981052976,8.51552254517213,217.145824901889,79.9603094471585,9754547.35594532,74.4760357430496,1.06696669725877,-95.0847603364505,113.626796944414,10231150,7.06747413031494e-05,0.000229621638760371,116.0327,1.06696669725877,2.14105473685722e-06,0.000208154165997843,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
7.26,12,0.225,2.57,15,1,7.49,17,1.07,7.64,15,3.39,0.18,20,0.545,0.18,2,4.25,1.25,9,1.51,7.83,1,0.45,7.93,6,2.88,7.45,14,2.9,7.29,9,1.61,10,14,2.19,7.85,6,20,53,60,3.71,10,23,53,0.589672669124991,0.589672669124991,0.509035630189763,0.602947065318678,0.358231089256719,0.724280044104619,0.624743750118954,1.27303467754923,0.545801984866817,0.60735843572852,0.570146967271745,0.358231089256719,0.545801984866817,40169827.4927609,40169827.4927609,12602440.1504094,7510534.7342235,1460686807.12503,333666694.755275,82224090.8431444,47734882.0926153,1023568.10175298,5099455.99846697,17556264.7556549,1460686807.12503,3626354.09687439,6.34256793064958e-05,6.34256793064958e-05,6.48064236854897e-05,8.9932820966365e-05,0.000120630603941728,2.86758771137239e-05,4.63200019616023e-05,7.34171418220901e-06,6.55413183269336e-06,6.16371990598664e-05,7.37936703513356e-05,0.000120630603941728,8.10424624800591e-05,-4,-14,-13,4,4,-4,-8,13,-8,-11,-10,-3,5,97.2709793849639,11.1889973603212,9.14267313426459,233.138164923747,77.5866791098074,13903673.7477302,74.286234256422,1.08294817010574,-95.3356213043134,112.998821688518,11360870,7.30953038322736e-05,0.000289121059183649,107.8186,1.08294817010574,2.19431768017703e-05,0.00146057210068484,"CLASSAB_NULL_Pin_3",180,1.8,0.8,0.1,0
